algorithm,dataset,target_noise,data_group,symbolic_solution_rate_(%),accuracy_solution,rmse_test,log_mse_test
BSR,feynman_test_5,0.0,Feynman,0.0,0.0,0.2461610427441769,0.058830315566549746
BSR,feynman_test_5,0.001,Feynman,0.0,0.0,0.5237949765076856,0.24244501572743396
BSR,feynman_test_5,0.01,Feynman,0.0,0.0,1.4219719064146277,1.1059202214381276
BSR,feynman_test_6,0.0,Feynman,0.0,0.0,0.22875311980041263,0.05100484311698337
BSR,feynman_test_6,0.001,Feynman,0.0,0.0,0.25419307900476856,0.06261240619411935
BSR,feynman_test_6,0.01,Feynman,0.0,0.0,0.37629945787365116,0.1324319101616423
BSR,feynman_test_7,0.0,Feynman,0.0,0.0,0.11171417992031174,0.01240282399744923
BSR,feynman_test_7,0.001,Feynman,0.0,0.0,0.0745740749545193,0.005545885762422618
BSR,feynman_test_7,0.01,Feynman,0.0,0.0,1.0655863915364654,0.7586888036542211
BSR,feynman_test_8,0.0,Feynman,0.0,0.0,0.07960935578245569,0.006317651078296046
BSR,feynman_test_8,0.001,Feynman,0.0,0.0,0.0806903677043784,0.006489830857631972
BSR,feynman_test_8,0.01,Feynman,0.0,0.0,0.17846805756584266,0.03135412906709277
BSR,feynman_test_9,0.0,Feynman,0.0,0.0,6190.038610967109,17.461393232688827
BSR,feynman_test_9,0.001,Feynman,0.0,0.0,6215.431614669153,17.469580923455823
BSR,feynman_test_9,0.01,Feynman,0.0,0.0,6401.770889535312,17.528659889526274
BSR,strogatz_bacres1,0.0,Strogatz,0.0,0.0,0.24049627853250932,0.05622763745729592
BSR,strogatz_bacres1,0.001,Strogatz,0.0,0.0,0.22264695855643213,0.0483821458502581
BSR,strogatz_bacres1,0.01,Strogatz,0.0,0.0,0.21587646772785526,0.04554934631016739
BSR,strogatz_bacres2,0.0,Strogatz,0.0,0.0,0.1003391643846867,0.010017603748134983
BSR,strogatz_bacres2,0.001,Strogatz,0.0,0.0,0.08661730863199327,0.007474553946792546
BSR,strogatz_bacres2,0.01,Strogatz,0.0,0.0,0.30019616235318786,0.08628570498733021
BSR,strogatz_barmag1,0.0,Strogatz,0.0,0.0,0.06961086360996614,0.0048339698513812385
BSR,strogatz_barmag1,0.001,Strogatz,0.0,0.0,0.07057891074811407,0.0049690166055141125
BSR,strogatz_barmag1,0.01,Strogatz,0.0,0.0,0.04683482996630087,0.002191099086195319
BSR,strogatz_barmag2,0.0,Strogatz,0.0,0.0,0.056162991391821605,0.00314931729234631
BSR,strogatz_barmag2,0.001,Strogatz,0.0,0.0,0.07891636114434279,0.0062084795008929715
BSR,strogatz_barmag2,0.01,Strogatz,0.0,0.0,0.05395534469250953,0.002906949944791778
BSR,strogatz_glider1,0.0,Strogatz,12.5,1.0,0.007618199931610115,5.8035286118109615e-05
BSR,strogatz_glider1,0.001,Strogatz,0.0,1.0,0.011095761460627657,0.0001231083442479288
BSR,strogatz_glider1,0.01,Strogatz,0.0,0.0,0.04142475791711161,0.0017145399045651786
BSR,strogatz_glider2,0.0,Strogatz,0.0,0.0,0.10749130768626752,0.01148813913461859
BSR,strogatz_glider2,0.001,Strogatz,0.0,0.0,0.1525619698511195,0.023008419176272825
BSR,strogatz_glider2,0.01,Strogatz,0.0,0.0,0.8208046719234114,0.5150488789271774
BSR,strogatz_lv1,0.0,Strogatz,0.0,0.5,0.0840525075608233,0.007039985077914565
BSR,strogatz_lv1,0.001,Strogatz,0.0,0.0,0.5381853298879227,0.2543657842828198
BSR,strogatz_lv1,0.01,Strogatz,0.0,0.0,1.852293549669701,1.4886233500236319
BSR,strogatz_lv2,0.0,Strogatz,0.0,0.0,0.41264839272548326,0.15724192216971472
BSR,strogatz_lv2,0.001,Strogatz,0.0,0.0,0.3465050341153161,0.11338737882312679
BSR,strogatz_lv2,0.01,Strogatz,0.0,0.0,0.39315041174455456,0.14372559519702957
BSR,strogatz_predprey1,0.0,Strogatz,0.0,0.0,0.4992806622776443,0.22256832968548806
BSR,strogatz_predprey1,0.001,Strogatz,0.0,0.0,0.1902417580086371,0.0355523839092288
BSR,strogatz_predprey1,0.01,Strogatz,0.0,0.0,0.7075009540245097,0.4058367723295213
BSR,strogatz_predprey2,0.0,Strogatz,0.0,0.0,0.14902852667691446,0.02196646271433004
BSR,strogatz_predprey2,0.001,Strogatz,0.0,0.0,0.14215513838766658,0.02000660979427321
BSR,strogatz_predprey2,0.01,Strogatz,0.0,0.0,0.23739336024024285,0.054824878110081465
BSR,strogatz_shearflow1,0.0,Strogatz,0.0,0.0,0.13701044152373967,0.01859784407794439
BSR,strogatz_shearflow1,0.001,Strogatz,0.0,0.0,0.1564616765318264,0.024185416889008823
BSR,strogatz_shearflow1,0.01,Strogatz,0.0,0.0,0.13238637082365481,0.017374339409603725
BSR,strogatz_shearflow2,0.0,Strogatz,0.0,0.0,0.12041316400227904,0.014395219923770415
BSR,strogatz_shearflow2,0.001,Strogatz,0.0,0.0,0.12156626331854055,0.014670220546716852
BSR,strogatz_shearflow2,0.01,Strogatz,0.0,0.0,0.11751677361784907,0.013715700350959883
BSR,strogatz_vdp1,0.0,Strogatz,0.0,1.0,0.020143192936119537,0.0004056659281115925
BSR,strogatz_vdp1,0.001,Strogatz,0.0,1.0,0.008183014897898373,6.69594909825283e-05
BSR,strogatz_vdp1,0.01,Strogatz,0.0,0.0,0.7480499182225131,0.44441570795894514
BSR,strogatz_vdp2,0.0,Strogatz,0.0,0.5,0.0023254595622933553,5.407747553942112e-06
BSR,strogatz_vdp2,0.001,Strogatz,0.0,0.0,0.004815522232854576,2.318898550856391e-05
BSR,strogatz_vdp2,0.01,Strogatz,0.0,0.0,0.01835944794982247,0.00033701253391828207
DSR,feynman_III_10_19,0.0,Feynman,0.0,0.0,1.5651323165539484,1.2382696366811583
DSR,feynman_III_10_19,0.001,Feynman,0.0,0.0,1.6657561625766915,1.328332458053029
DSR,feynman_III_10_19,0.01,Feynman,0.0,0.0,2.2116415880941336,1.7734866186384748
DSR,feynman_III_12_43,0.0,Feynman,0.0,0.0,0.15219613336135154,0.02289945756563875
DSR,feynman_III_12_43,0.001,Feynman,0.0,0.0,0.15657415951073597,0.024219786119691486
DSR,feynman_III_12_43,0.01,Feynman,0.0,0.0,0.20027549912219536,0.039326741713443726
DSR,feynman_III_13_18,0.0,Feynman,0.0,0.0,92.3458954964154,9.05119977829791
DSR,feynman_III_13_18,0.001,Feynman,0.0,0.0,93.50840502123789,9.076217010986198
DSR,feynman_III_13_18,0.01,Feynman,0.0,0.0,141.3496798205236,9.902523687435597
DSR,feynman_III_14_14,0.0,Feynman,0.0,0.0,3.1524664345266897,2.3922470443473642
DSR,feynman_III_14_14,0.001,Feynman,0.0,0.0,3.1131791334857093,2.369484978649382
DSR,feynman_III_14_14,0.01,Feynman,0.0,0.0,2.9107811551863194,2.248408375364642
DSR,feynman_III_15_12,0.0,Feynman,0.0,0.0,3.2021167079349038,2.4206837598324102
DSR,feynman_III_15_12,0.001,Feynman,0.0,0.0,2.181142014645234,1.7504825948855667
DSR,feynman_III_15_12,0.01,Feynman,0.0,0.0,2.9100842605422326,2.2479800474870006
DSR,feynman_III_15_14,0.0,Feynman,0.0,0.0,0.004663534910216361,2.1748321362402813e-05
DSR,feynman_III_15_14,0.001,Feynman,0.0,0.0,0.00482864991551871,2.331558819626178e-05
DSR,feynman_III_15_14,0.01,Feynman,0.0,0.0,0.005775290835957819,3.3353428008106005e-05
DSR,feynman_III_15_27,0.0,Feynman,0.0,0.0,1.1678878802116175,0.8603390675816627
DSR,feynman_III_15_27,0.001,Feynman,0.0,0.0,0.9438572193276905,0.637035163426132
DSR,feynman_III_15_27,0.01,Feynman,0.0,0.0,0.6374278451381071,0.3409722803319054
DSR,feynman_III_17_37,0.0,Feynman,87.5,1.0,3.228918062018349e-15,0.0
DSR,feynman_III_17_37,0.001,Feynman,87.5,1.0,3.2320989767032166e-15,0.0
DSR,feynman_III_17_37,0.01,Feynman,0.0,1.0,0.04553516116976037,0.0020713042702122557
DSR,feynman_III_19_51,0.0,Feynman,0.0,0.0,1.6302780879717318,1.2968636902120714
DSR,feynman_III_19_51,0.001,Feynman,0.0,0.0,1.5530780690741215,1.2273137199724902
DSR,feynman_III_19_51,0.01,Feynman,0.0,0.0,1.6261096692068224,1.2931458237613518
DSR,feynman_III_21_20,0.0,Feynman,37.5,0.0,0.7049256812696596,0.4034098081678475
DSR,feynman_III_21_20,0.001,Feynman,87.5,1.0,4.051499274796478e-15,0.0
DSR,feynman_III_21_20,0.01,Feynman,25.0,0.0,0.7689809014986727,0.4645711668996367
DSR,feynman_III_4_32,0.0,Feynman,0.0,0.0,1.5119287948214788,1.1896493153656422
DSR,feynman_III_4_32,0.001,Feynman,0.0,0.0,1.660966681835757,1.3241025025928372
DSR,feynman_III_4_32,0.01,Feynman,0.0,0.0,4.355932010872294,2.994438621313741
DSR,feynman_III_4_33,0.0,Feynman,0.0,0.0,0.3755909843721068,0.1319651808538485
DSR,feynman_III_4_33,0.001,Feynman,0.0,0.0,0.34744084059755476,0.11396699735959732
DSR,feynman_III_4_33,0.01,Feynman,0.0,0.0,0.3149254931423686,0.09456268798460558
DSR,feynman_III_7_38,0.0,Feynman,0.0,0.0,4.2802742791632715,2.9611795394671256
DSR,feynman_III_7_38,0.001,Feynman,0.0,0.0,4.555177268535838,3.079597203272873
DSR,feynman_III_7_38,0.01,Feynman,0.0,0.0,9.738309027312294,4.562624443244549
DSR,feynman_III_8_54,0.0,Feynman,0.0,0.0,0.3485175559812418,0.11463540869622664
DSR,feynman_III_8_54,0.001,Feynman,0.0,0.0,0.34937287310797555,0.11516753328902578
DSR,feynman_III_8_54,0.01,Feynman,0.0,0.0,0.34993944302281793,0.11552057937176592
DSR,feynman_III_9_52,0.0,Feynman,0.0,0.0,11.85666467258464,4.952868439839501
DSR,feynman_III_9_52,0.001,Feynman,0.0,0.0,11.893332509990959,4.9590005954243175
DSR,feynman_III_9_52,0.01,Feynman,0.0,0.0,12.203783264464002,5.010184032066271
DSR,feynman_II_10_9,0.0,Feynman,87.5,1.0,9.231925968551216e-17,0.0
DSR,feynman_II_10_9,0.001,Feynman,100.0,1.0,9.179871836846914e-17,0.0
DSR,feynman_II_10_9,0.01,Feynman,62.5,1.0,9.303550847787888e-17,0.0
DSR,feynman_II_11_20,0.0,Feynman,0.0,0.0,0.4371937145199063,0.17490944149109988
DSR,feynman_II_11_20,0.001,Feynman,0.0,0.0,0.43643549424855677,0.17435317728234068
DSR,feynman_II_11_20,0.01,Feynman,0.0,0.0,0.7735676285493222,0.46900743066680217
DSR,feynman_II_11_27,0.0,Feynman,0.0,0.0,0.03092216683023307,0.0009557235521937683
DSR,feynman_II_11_27,0.001,Feynman,0.0,0.0,0.037027340505585184,0.001370084949746327
DSR,feynman_II_11_27,0.01,Feynman,0.0,0.0,0.05818507220676395,0.003379784715388968
DSR,feynman_II_11_28,0.0,Feynman,0.0,0.0,0.015043121827160662,0.0002262699133391479
DSR,feynman_II_11_28,0.001,Feynman,0.0,0.0,0.015159798062927379,0.00022979307285806455
DSR,feynman_II_11_28,0.01,Feynman,0.0,0.0,0.02703828740499761,0.0007308018850357995
DSR,feynman_II_11_3,0.0,Feynman,0.0,0.0,0.038829600021547735,0.0015066023423493196
DSR,feynman_II_11_3,0.001,Feynman,0.0,0.0,0.030619259161007516,0.000937099816350547
DSR,feynman_II_11_3,0.01,Feynman,0.0,0.0,0.04000072648727747,0.0015987793903625939
DSR,feynman_II_13_17,0.0,Feynman,25.0,0.0,0.0023511036499043432,5.527673094973253e-06
DSR,feynman_II_13_17,0.001,Feynman,12.5,0.0,0.00350972585609675,1.2318099716789289e-05
DSR,feynman_II_13_17,0.01,Feynman,0.0,0.0,0.006317447593879295,3.990934771270648e-05
DSR,feynman_II_13_23,0.0,Feynman,0.0,0.0,0.09899827502872047,0.009752943510857506
DSR,feynman_II_13_23,0.001,Feynman,0.0,0.0,0.07764956411232089,0.006011350380963164
DSR,feynman_II_13_23,0.01,Feynman,0.0,0.0,0.07608197121586129,0.005771777543519818
DSR,feynman_II_13_34,0.0,Feynman,0.0,0.0,0.2056466603045422,0.041420742173733836
DSR,feynman_II_13_34,0.001,Feynman,0.0,0.0,0.1763768088685555,0.030634707429147555
DSR,feynman_II_13_34,0.01,Feynman,0.0,1.0,0.03507349531009431,0.0012293940586099719
DSR,feynman_II_15_4,0.0,Feynman,87.5,1.0,3.3309628759990484e-15,0.0
DSR,feynman_II_15_4,0.001,Feynman,100.0,1.0,3.322317523620814e-15,0.0
DSR,feynman_II_15_4,0.01,Feynman,75.0,1.0,3.397101625789311e-15,0.0
DSR,feynman_II_15_5,0.0,Feynman,87.5,1.0,3.3748538818989954e-15,0.0
DSR,feynman_II_15_5,0.001,Feynman,100.0,1.0,3.3298973398352287e-15,0.0
DSR,feynman_II_15_5,0.01,Feynman,100.0,1.0,3.3972674574354875e-15,0.0
DSR,feynman_II_21_32,0.0,Feynman,0.0,0.0,0.009277815307192405,8.607415238817072e-05
DSR,feynman_II_21_32,0.001,Feynman,0.0,0.0,0.008906653013216909,7.932532156141766e-05
DSR,feynman_II_21_32,0.01,Feynman,0.0,0.0,0.010538131212256784,0.00011104604360660916
DSR,feynman_II_24_17,0.0,Feynman,0.0,0.0,0.0947235966091678,0.008932545515618858
DSR,feynman_II_24_17,0.001,Feynman,0.0,0.0,0.07957332553878545,0.006311951791240064
DSR,feynman_II_24_17,0.01,Feynman,0.0,0.0,0.12310384661306227,0.015040873857984416
DSR,feynman_II_27_16,0.0,Feynman,87.5,1.0,4.168233387522539e-14,0.0
DSR,feynman_II_27_16,0.001,Feynman,75.0,1.0,4.1829612101511616e-14,0.0
DSR,feynman_II_27_16,0.01,Feynman,0.0,1.0,2.278348295254118,1.8230757802699995
DSR,feynman_II_27_18,0.0,Feynman,87.5,1.0,1.1275930814450306e-14,0.0
DSR,feynman_II_27_18,0.001,Feynman,0.0,1.0,0.0603956387960323,0.0036409967050542447
DSR,feynman_II_27_18,0.01,Feynman,0.0,1.0,0.6958401874719237,0.39487157188674765
DSR,feynman_II_2_42,0.0,Feynman,62.5,1.0,2.9991528306622185e-15,0.0
DSR,feynman_II_2_42,0.001,Feynman,100.0,1.0,2.9722031315917516e-15,0.0
DSR,feynman_II_2_42,0.01,Feynman,37.5,0.0,2.7521684495709513,2.148784655553035
DSR,feynman_II_34_11,0.0,Feynman,25.0,0.0,0.46533509964941444,0.19600809648475293
DSR,feynman_II_34_11,0.001,Feynman,50.0,1.0,0.07657756530741877,0.00584699646028318
DSR,feynman_II_34_11,0.01,Feynman,25.0,0.0,1.2203165126144275,0.9119502821197728
DSR,feynman_II_34_2,0.0,Feynman,75.0,1.0,4.0276653688347265e-15,0.0
DSR,feynman_II_34_2,0.001,Feynman,100.0,1.0,4.013413084041104e-15,0.0
DSR,feynman_II_34_2,0.01,Feynman,0.0,0.0,2.0158388265330545,1.6220789121806463
DSR,feynman_II_34_29a,0.0,Feynman,0.0,0.0,0.038042956779693,0.0014462202796695404
DSR,feynman_II_34_29a,0.001,Feynman,0.0,0.0,0.038235876459419976,0.001460914593041281
DSR,feynman_II_34_29a,0.01,Feynman,25.0,0.0,0.07266331368846053,0.0052660670537137905
DSR,feynman_II_34_29b,0.0,Feynman,0.0,0.0,46.49022588152149,7.678946757500518
DSR,feynman_II_34_29b,0.001,Feynman,0.0,0.0,36.30506022960376,7.184672668279337
DSR,feynman_II_34_29b,0.01,Feynman,0.0,0.0,74.29466103385437,8.616259337491744
DSR,feynman_II_34_2a,0.0,Feynman,12.5,0.0,0.08623631254340657,0.007409185670036384
DSR,feynman_II_34_2a,0.001,Feynman,0.0,0.0,0.08629308776755418,0.007418908710440409
DSR,feynman_II_34_2a,0.01,Feynman,12.5,0.0,0.0783441719009675,0.006119049642405456
DSR,feynman_II_35_18,0.0,Feynman,0.0,0.0,0.17138763109383773,0.02895057856534686
DSR,feynman_II_35_18,0.001,Feynman,0.0,0.0,0.1709001333852542,0.028788462490614165
DSR,feynman_II_35_18,0.01,Feynman,0.0,0.0,0.17481888727060899,0.030103938430268675
DSR,feynman_II_35_21,0.0,Feynman,0.0,0.0,1.7868998182985312,1.4334190822170056
DSR,feynman_II_35_21,0.001,Feynman,0.0,0.0,1.775776816288023,1.423923255421242
DSR,feynman_II_35_21,0.01,Feynman,0.0,0.0,1.894422794941232,1.5236267732692566
DSR,feynman_II_36_38,0.0,Feynman,0.0,0.0,0.6132034429811593,0.31919415692400704
DSR,feynman_II_36_38,0.001,Feynman,0.0,0.0,0.6044674072686949,0.31143339810970067
DSR,feynman_II_36_38,0.01,Feynman,0.0,0.0,0.5988327124583516,0.3064552122944863
DSR,feynman_II_37_1,0.0,Feynman,87.5,1.0,1.0210097508643211e-14,0.0
DSR,feynman_II_37_1,0.001,Feynman,75.0,1.0,1.0210097508643211e-14,0.0
DSR,feynman_II_37_1,0.01,Feynman,0.0,1.0,0.5254628639347378,0.24381734521062606
DSR,feynman_II_38_14,0.0,Feynman,87.5,1.0,7.960788278067747e-17,0.0
DSR,feynman_II_38_14,0.001,Feynman,50.0,1.0,0.00014234850375463722,2.0263096328726825e-08
DSR,feynman_II_38_14,0.01,Feynman,0.0,0.0,0.02215292215402988,0.0004906315806019565
DSR,feynman_II_38_3,0.0,Feynman,87.5,1.0,4.024794046696966e-15,0.0
DSR,feynman_II_38_3,0.001,Feynman,100.0,1.0,4.011282011147067e-15,0.0
DSR,feynman_II_38_3,0.01,Feynman,62.5,1.0,4.041756803940098e-15,0.0
DSR,feynman_II_3_24,0.0,Feynman,12.5,1.0,0.00138629313569937,1.92180681131785e-06
DSR,feynman_II_3_24,0.001,Feynman,0.0,1.0,0.0013458698720236425,1.8113640717911056e-06
DSR,feynman_II_3_24,0.01,Feynman,0.0,0.0,0.006277000493310163,3.939995900435063e-05
DSR,feynman_II_4_23,0.0,Feynman,25.0,0.0,0.002455318770542719,6.028572093117547e-06
DSR,feynman_II_4_23,0.001,Feynman,12.5,0.0,0.002551431520529591,6.509781615248009e-06
DSR,feynman_II_4_23,0.01,Feynman,0.0,0.0,0.006738226306361113,4.540266303932541e-05
DSR,feynman_II_6_11,0.0,Feynman,0.0,0.0,0.008167820531570866,6.671106700313003e-05
DSR,feynman_II_6_11,0.001,Feynman,0.0,0.0,0.008157861342525915,6.654848728423045e-05
DSR,feynman_II_6_11,0.01,Feynman,0.0,0.0,0.008200650447021467,6.724840652937045e-05
DSR,feynman_II_6_15a,0.0,Feynman,0.0,0.0,0.10201698789132306,0.010353680999944092
DSR,feynman_II_6_15a,0.001,Feynman,0.0,0.0,0.09401382940411734,0.008799768337842524
DSR,feynman_II_6_15a,0.01,Feynman,0.0,0.0,0.1385613048731136,0.01901725545100233
DSR,feynman_II_6_15b,0.0,Feynman,0.0,0.0,0.017237367784222832,0.0002970827146886567
DSR,feynman_II_6_15b,0.001,Feynman,0.0,0.0,0.01574648717229281,0.00024792112328562006
DSR,feynman_II_6_15b,0.01,Feynman,0.0,0.0,0.015601438701670491,0.00024337527139777976
DSR,feynman_II_8_31,0.0,Feynman,0.0,0.0,1.2670818363175738,0.9576232059690895
DSR,feynman_II_8_31,0.001,Feynman,12.5,0.0,0.9779739201205537,0.6711229113462445
DSR,feynman_II_8_31,0.01,Feynman,12.5,0.0,1.6410350652996475,1.3064380759031755
DSR,feynman_II_8_7,0.0,Feynman,0.0,0.0,0.01760095245125776,0.0003097455510848619
DSR,feynman_II_8_7,0.001,Feynman,0.0,0.0,0.019079607639860663,0.00036396518432670847
DSR,feynman_II_8_7,0.01,Feynman,0.0,0.0,0.02438378565999831,0.0005943923169943585
DSR,feynman_I_10_7,0.0,Feynman,0.0,0.0,0.0808615672886282,0.0065173091920849744
DSR,feynman_I_10_7,0.001,Feynman,0.0,0.0,0.07998171975176,0.006376701052075535
DSR,feynman_I_10_7,0.01,Feynman,0.0,0.0,0.08937073372069455,0.007955399771784482
DSR,feynman_I_11_19,0.0,Feynman,0.0,0.0,3.5130562973457278,2.590884316093219
DSR,feynman_I_11_19,0.001,Feynman,0.0,0.0,3.7815337995064215,2.7278526896277575
DSR,feynman_I_11_19,0.01,Feynman,0.0,0.0,4.394970380716564,3.0113971682772864
DSR,feynman_I_12_1,0.0,Feynman,87.5,1.0,2.2275558590629108e-15,0.0
DSR,feynman_I_12_1,0.001,Feynman,0.0,1.0,0.03823047510170201,0.0014605021737876776
DSR,feynman_I_12_1,0.01,Feynman,0.0,0.0,0.2844811140677916,0.07782132308123109
DSR,feynman_I_12_11,0.0,Feynman,87.5,1.0,9.909584162315784e-15,0.0
DSR,feynman_I_12_11,0.001,Feynman,100.0,1.0,9.93998337749056e-15,0.0
DSR,feynman_I_12_11,0.01,Feynman,75.0,1.0,9.98309472892918e-15,0.0
DSR,feynman_I_12_2,0.0,Feynman,0.0,0.0,0.02200976351255147,0.00048431239169656394
DSR,feynman_I_12_2,0.001,Feynman,0.0,0.0,0.019329509157649943,0.0003735601419967205
DSR,feynman_I_12_2,0.01,Feynman,0.0,0.0,0.029355982118421938,0.0008614025723895016
DSR,feynman_I_12_4,0.0,Feynman,25.0,0.0,0.001590781145112366,2.5305814496815565e-06
DSR,feynman_I_12_4,0.001,Feynman,12.5,0.0,0.0015742129963709605,2.478143487360306e-06
DSR,feynman_I_12_4,0.01,Feynman,0.0,0.0,0.0038638641074354926,1.4929334397627187e-05
DSR,feynman_I_12_5,0.0,Feynman,87.5,1.0,2.228223308122008e-15,0.0
DSR,feynman_I_12_5,0.001,Feynman,0.0,1.0,0.01888124482993941,0.0003564378748006163
DSR,feynman_I_12_5,0.01,Feynman,0.0,0.0,0.20031877018163885,0.03934340724824931
DSR,feynman_I_13_12,0.0,Feynman,0.0,0.0,4.387631312493391,3.0082194104461886
DSR,feynman_I_13_12,0.001,Feynman,0.0,0.0,4.276462205523976,2.9594898287077602
DSR,feynman_I_13_12,0.01,Feynman,0.0,0.0,4.904861264791243,3.2211797299135996
DSR,feynman_I_13_4,0.0,Feynman,0.0,0.0,6.217172765995242,3.6801725891928454
DSR,feynman_I_13_4,0.001,Feynman,0.0,0.0,6.091914617538702,3.6405140720305877
DSR,feynman_I_13_4,0.01,Feynman,0.0,0.0,6.743943020112195,3.8390386239933996
DSR,feynman_I_14_3,0.0,Feynman,87.5,1.0,7.754431664197064e-15,0.0
DSR,feynman_I_14_3,0.001,Feynman,62.5,1.0,7.84779676595605e-15,0.0
DSR,feynman_I_14_3,0.01,Feynman,0.0,0.0,0.8083261261644579,0.5028284068449216
DSR,feynman_I_14_4,0.0,Feynman,12.5,0.0,1.2453093210090282,0.9364051948551086
DSR,feynman_I_14_4,0.001,Feynman,0.0,0.0,1.077338275404596,0.7704126936970606
DSR,feynman_I_14_4,0.01,Feynman,12.5,0.0,1.4170834297508816,1.101317109631061
DSR,feynman_I_15_10,0.0,Feynman,0.0,0.0,0.23892163422668838,0.05551374567699002
DSR,feynman_I_15_10,0.001,Feynman,0.0,0.0,0.19541774309367324,0.03747697672418689
DSR,feynman_I_15_10,0.01,Feynman,0.0,1.0,0.036651401528088476,0.00134242377983815
DSR,feynman_I_15_3t,0.0,Feynman,0.0,0.0,0.10473643117379201,0.010909989060651534
DSR,feynman_I_15_3t,0.001,Feynman,0.0,0.0,0.09762555421829844,0.00948561777832608
DSR,feynman_I_15_3t,0.01,Feynman,0.0,0.0,0.12131793265604392,0.01461078157121686
DSR,feynman_I_15_3x,0.0,Feynman,0.0,0.0,0.18627811861919993,0.034111082616305535
DSR,feynman_I_15_3x,0.001,Feynman,0.0,0.0,0.18087235622815653,0.032191071911490704
DSR,feynman_I_15_3x,0.01,Feynman,0.0,0.0,0.20204646228806325,0.0400115281873223
DSR,feynman_I_16_6,0.0,Feynman,0.0,0.0,0.3456104577499009,0.1128344457854985
DSR,feynman_I_16_6,0.001,Feynman,0.0,0.0,0.3236449591895003,0.0996154982504783
DSR,feynman_I_16_6,0.01,Feynman,0.0,0.0,0.3147165237127288,0.09444297689057213
DSR,feynman_I_18_12,0.0,Feynman,87.5,1.0,5.755988045360686e-15,0.0
DSR,feynman_I_18_12,0.001,Feynman,100.0,1.0,5.7926836647418936e-15,0.0
DSR,feynman_I_18_12,0.01,Feynman,0.0,1.0,0.18015414732009763,0.03193996191926754
DSR,feynman_I_18_14,0.0,Feynman,87.5,1.0,9.804573997117722e-15,0.0
DSR,feynman_I_18_14,0.001,Feynman,87.5,1.0,9.826392376698914e-15,0.0
DSR,feynman_I_18_14,0.01,Feynman,0.0,1.0,0.7043406328582146,0.402858866205036
DSR,feynman_I_18_4,0.0,Feynman,0.0,0.0,0.3096027822888302,0.09153386102586746
DSR,feynman_I_18_4,0.001,Feynman,0.0,0.0,0.2786088491273194,0.0747575882900798
DSR,feynman_I_18_4,0.01,Feynman,0.0,0.0,0.2794140351343698,0.075174448935921
DSR,feynman_I_24_6,0.0,Feynman,0.0,0.0,2.9385975516651084,2.2654392052489274
DSR,feynman_I_24_6,0.001,Feynman,0.0,0.0,2.8105200709873426,2.1859415032326073
DSR,feynman_I_24_6,0.01,Feynman,0.0,0.0,3.0278636670760553,2.3192414412744564
DSR,feynman_I_25_13,0.0,Feynman,87.5,1.0,2.939313360955875e-16,0.0
DSR,feynman_I_25_13,0.001,Feynman,0.0,1.0,0.003080180515578375,9.48746700230848e-06
DSR,feynman_I_25_13,0.01,Feynman,0.0,0.5,0.023667837590608275,0.0005600097015075342
DSR,feynman_I_27_6,0.0,Feynman,87.5,1.0,2.4699530636184847e-16,0.0
DSR,feynman_I_27_6,0.001,Feynman,100.0,1.0,1.452960774493395e-16,0.0
DSR,feynman_I_27_6,0.01,Feynman,62.5,1.0,1.520243594023001e-16,0.0
DSR,feynman_I_29_16,0.0,Feynman,0.0,0.0,1.2174118786734902,0.909101624994356
DSR,feynman_I_29_16,0.001,Feynman,0.0,0.0,1.4375594440152437,1.1205620063991786
DSR,feynman_I_29_16,0.01,Feynman,0.0,0.0,1.5645347728246735,1.2377273712593797
DSR,feynman_I_29_4,0.0,Feynman,87.5,1.0,3.9999008197204266e-16,0.0
DSR,feynman_I_29_4,0.001,Feynman,0.0,1.0,0.0056121510202894204,3.149574307848991e-05
DSR,feynman_I_29_4,0.01,Feynman,0.0,0.0,0.0642465483785397,0.00411912372808805
DSR,feynman_I_30_3,0.0,Feynman,0.0,0.0,1.7332620590400902,1.3873431522731001
DSR,feynman_I_30_3,0.001,Feynman,0.0,0.0,1.7088476339478804,1.366132529510129
DSR,feynman_I_30_3,0.01,Feynman,0.0,0.0,1.8183506263454987,1.4601020561289406
DSR,feynman_I_32_17,0.0,Feynman,0.0,0.0,2.479320195746894,1.9666966945315403
DSR,feynman_I_32_17,0.001,Feynman,0.0,0.0,2.499195830330573,1.980446804495182
DSR,feynman_I_32_17,0.01,Feynman,0.0,0.0,2.6090983567983934,2.0550712635509143
DSR,feynman_I_32_5,0.0,Feynman,0.0,0.0,0.23618752163921936,0.054284135469288806
DSR,feynman_I_32_5,0.001,Feynman,0.0,0.0,0.24151989149261993,0.05669394964717079
DSR,feynman_I_32_5,0.01,Feynman,0.0,0.0,0.3435647967685261,0.11157426290281788
DSR,feynman_I_34_1,0.0,Feynman,0.0,0.0,0.3304245284824147,0.10362133628230094
DSR,feynman_I_34_1,0.001,Feynman,0.0,0.0,0.29262740796727144,0.08216120044561101
DSR,feynman_I_34_1,0.01,Feynman,100.0,1.0,9.509291904627748e-16,0.0
DSR,feynman_I_34_14,0.0,Feynman,0.0,0.0,0.10263901099454067,0.010479662591744938
DSR,feynman_I_34_14,0.001,Feynman,0.0,0.0,0.10259488213168355,0.010470700229233736
DSR,feynman_I_34_14,0.01,Feynman,0.0,0.0,0.10373386068047731,0.010703229385287123
