,algorithm,dataset,random_state,training time (s),model_size,mse_test,mae_test,r2_test,training time (hr),r2_zero_test,friedman_dataset,algorithm_count,rmse_test,log_mse_test,name,nsamples,nfeatures,npoints,Group
505,*BSR,229_pwLinear,13879.5,7200.0075496435165,18.5,13.295983996844235,2.9352953584719774,0.367879236153716,2.000002097123199,0.367879236153716,False,21.0,3.6463658616277432,2.6599786584415757,229_pwLinear,200,11,2200,black-box
506,*DSR,229_pwLinear,13879.5,34701.505074739456,7.5,9.844413970981208,2.553756269030942,0.5197864198609696,9.639306965205403,0.5197864198609696,False,21.0,3.13758091066688,2.3836501060259168,229_pwLinear,200,11,2200,black-box
507,*EPLEX,229_pwLinear,13879.5,2341.8275557756424,58.0,4.045294875428764,1.602590876660881,0.8174143644277343,0.6505076543821229,0.8174143644277343,False,21.0,2.0112918424308206,1.618456101141847,229_pwLinear,200,11,2200,black-box
508,*FEAT,229_pwLinear,13879.5,4855.308722257614,60.0,2.596451302260455,1.2638339340778226,0.8676678347726725,1.3486968672937816,0.8676678347726725,False,21.0,1.6113507694665539,1.279947609919535,229_pwLinear,200,11,2200,black-box
509,*FFX,229_pwLinear,13879.5,173.99612474441528,1411.0,10.287281573379865,2.42216628541009,0.5266849941757252,0.04833225687344869,0.5266849941757252,False,21.0,3.2073792375364447,2.4236765673602845,229_pwLinear,200,11,2200,black-box
510,*GP-GOMEA,229_pwLinear,13879.5,2467.5955399274826,29.0,3.1227507633278853,1.348498326617523,0.8490827524971292,0.6854432055354118,0.8490827524971292,False,21.0,1.7671306582502284,1.4165206015769005,229_pwLinear,200,11,2200,black-box
511,*ITEA,229_pwLinear,13879.5,1994.2543289661407,188.5,6.883714934329799,2.120142379302597,0.6776053572918717,0.553959535823928,0.6776053572918717,False,21.0,2.6236834668705367,2.064799231144361,229_pwLinear,200,11,2200,black-box
512,KernelRidge,229_pwLinear,13879.5,0.992041826248169,150.0,3.9181556952707375,1.4824637070824425,0.8098395515934378,0.0002755671739578247,0.8098395515934378,False,21.0,1.9794331752475853,1.5929336015423272,229_pwLinear,200,11,2200,black-box
513,LGBM,229_pwLinear,13879.5,15.599568367004395,2782.0,3.67420740401477,1.4996013807666726,0.8225873810790274,0.004333213435278998,0.8225873810790274,False,21.0,1.916822215025371,1.54205960911907,229_pwLinear,200,11,2200,black-box
514,Linear,229_pwLinear,13879.5,0.1836639642715454,10.0,5.3032242370720315,1.7311713163888849,0.7570294619483273,5.101776785320706e-05,0.7570294619483273,False,21.0,2.3028730397206076,1.8410612861431213,229_pwLinear,200,11,2200,black-box
515,MLP,229_pwLinear,13879.5,9.48705530166626,2402.0,4.384385180215572,1.649184067055661,0.7997484250635611,0.002635293139351739,0.7997484250635611,False,21.0,2.0938923516302292,1.6835031314282396,229_pwLinear,200,11,2200,black-box
516,*MRGP,229_pwLinear,13879.5,192714.02114772797,8174.0,23.212058171997164,3.572412530198161,-0.06145936921682987,53.53167254103555,0.005099032778057955,False,21.0,4.817889389763651,3.1868507806367132,229_pwLinear,200,11,2200,black-box
517,*Operon,229_pwLinear,13879.5,283.45105600357056,48.0,2.382674226943635,1.237734641470015,0.8833998513937923,0.07873640444543627,0.8833998513937923,False,21.0,1.5435913406545254,1.2186665880714445,229_pwLinear,200,11,2200,black-box
518,RandomForest,229_pwLinear,13879.5,74.42848825454712,18880.0,5.5997162627429535,1.7836680021730418,0.747319385981133,0.020674580070707535,0.747319385981133,False,21.0,2.36637196204294,1.8870266576147703,229_pwLinear,200,11,2200,black-box
519,*SBP-GP,229_pwLinear,13879.5,113035.86675155163,630.0,3.734243316247993,1.5633385194997138,0.8171636259012596,31.398851875431006,0.8171636259012596,False,21.0,1.9324190322618935,1.554821907373007,229_pwLinear,200,11,2200,black-box
520,XGB,229_pwLinear,13879.5,166.51778995990753,5636.0,2.843030652817246,1.2557378843426705,0.8647869133707465,0.046254941655529874,0.8647869133707465,False,21.0,1.6861288956711602,1.3462612878239244,229_pwLinear,200,11,2200,black-box
521,*gplearn,229_pwLinear,13879.5,22656.00435936451,20.0,7.649069846732268,2.272555495013553,0.5959113316587448,6.293334544267919,0.5959113316587448,False,21.0,2.765695183264466,2.15745178299211,229_pwLinear,200,11,2200,black-box
522,*AFP,230_machine_cpu,13879.5,844.6474680900574,25.5,4221.7559585049385,37.248309377467436,0.8315757299517191,0.2346242966916826,0.8315757299517191,False,21.0,64.97504104273378,8.348243264607932,230_machine_cpu,209,7,1463,black-box
523,*AFP_FE,230_machine_cpu,13879.5,857.5351763963699,15.0,4141.7048726493185,41.296394100476434,0.8481023162056196,0.2382042156656583,0.8481023162056196,False,21.0,64.3560787544527,8.32910420436007,230_machine_cpu,209,7,1463,black-box
524,*AIFeynman,230_machine_cpu,15795.0,7304.719852685928,1260.0,66187.49401052535,113.90642404979444,-0.10944781285252647,2.0290888479683136,0.0,False,21.0,257.26930250328223,11.10026192033147,230_machine_cpu,209,7,1463,black-box
525,AdaBoost,230_machine_cpu,13879.5,31.48990750312805,1306.0,3278.8775603628824,33.899667919395725,0.8415926161809241,0.00874719652864668,0.8415926161809241,False,21.0,57.2614840915155,8.09556137152378,230_machine_cpu,209,7,1463,black-box
526,*BSR,230_machine_cpu,13879.5,7200.014421820641,40.0,5497.9186417679375,39.332795161877065,0.8312618937469751,2.000004006061289,0.8312618937469751,False,21.0,74.14795102879066,8.61230674130252,230_machine_cpu,209,7,1463,black-box
527,*DSR,230_machine_cpu,13879.5,29630.28289115429,8.5,5315.954181950567,46.568669266867076,0.7072677491173873,8.230634136431746,0.7072677491173873,False,21.0,72.91059032781565,8.578655896192537,230_machine_cpu,209,7,1463,black-box
528,*EPLEX,230_machine_cpu,13879.5,2238.160744071007,56.0,4089.5848162801003,34.10166511973169,0.8153373430220142,0.6217113177975019,0.8153373430220142,False,21.0,63.94986173777157,8.31644322568075,230_machine_cpu,209,7,1463,black-box
529,*FEAT,230_machine_cpu,13879.5,4661.63976085186,49.0,8108.26803681135,37.289816668764274,0.7475830760829631,1.2948999335699611,0.7475830760829631,False,21.0,90.04592182220885,9.000762888635712,230_machine_cpu,209,7,1463,black-box
530,*FFX,230_machine_cpu,13879.5,103.47554516792297,1763.0,196027.3646538641,91.25264237840787,-7.7149820248692365,0.028743206991089714,0.0,False,21.0,442.7497765712187,12.186014645363825,230_machine_cpu,209,7,1463,black-box
531,*GP-GOMEA,230_machine_cpu,13879.5,13987.208552837372,24.0,6744.181067239717,36.789255631438266,0.8015890749014449,3.885335709121492,0.8015890749014449,False,21.0,82.12296309339865,8.816583612942733,230_machine_cpu,209,7,1463,black-box
532,*ITEA,230_machine_cpu,13879.5,1945.6767535209656,103.0,5767.4248335852735,36.71168055941821,0.7907109011960192,0.5404657648669349,0.7907109011960192,False,21.0,75.94356347700095,8.660154329786698,230_machine_cpu,209,7,1463,black-box
533,KernelRidge,230_machine_cpu,13879.5,0.9175455570220947,156.0,4889.652724677427,34.34954971830643,0.8456506378615627,0.00025487376583947075,0.8456506378615627,False,21.0,69.92605183104097,8.495081055090177,230_machine_cpu,209,7,1463,black-box
534,LGBM,230_machine_cpu,13879.5,15.982494354248047,3018.0,12482.661008492556,45.69829939088507,0.6979829689503657,0.004439581765068902,0.6979829689503657,False,21.0,111.72582963886443,9.432175948944176,230_machine_cpu,209,7,1463,black-box
535,Linear,230_machine_cpu,13879.5,0.18159830570220947,6.0,4800.627049028406,37.82626662324429,0.8015053853999164,5.04439738061693e-05,0.8015053853999164,False,21.0,69.28655749153948,8.476710108006708,230_machine_cpu,209,7,1463,black-box
536,MLP,230_machine_cpu,13879.5,10.465346097946167,1602.0,5631.315582602316,35.96734867413009,0.7685673246659495,0.002907040582762824,0.7685673246659495,False,21.0,75.04209207239838,8.636275930110783,230_machine_cpu,209,7,1463,black-box
537,*MRGP,230_machine_cpu,13879.5,165439.76106190681,3575.5,24031.919981290524,59.56056454186577,0.4814756774633159,45.95548918386301,0.4814756774633159,False,21.0,155.02232091312052,10.0871798353429,230_machine_cpu,209,7,1463,black-box
538,*Operon,230_machine_cpu,13879.5,293.80266547203064,49.0,6834.192008596536,34.116939393416885,0.6846133940938758,0.08161185152000851,0.6846133940938758,False,21.0,82.66917205704031,8.829839840730784,230_machine_cpu,209,7,1463,black-box
539,RandomForest,230_machine_cpu,13879.5,72.12546670436859,18624.0,4950.205090535737,29.347029595823404,0.8536029231464972,0.020034851862324607,0.8536029231464972,False,21.0,70.35769389722589,8.507386278566434,230_machine_cpu,209,7,1463,black-box
540,*SBP-GP,230_machine_cpu,13879.5,91968.71561551094,494.5,2629.4812176157975,28.62957433436346,0.8981058981158342,25.54686544875304,0.8981058981158342,False,21.0,51.27846738754774,7.874922080911878,230_machine_cpu,209,7,1463,black-box
541,XGB,230_machine_cpu,13879.5,155.0858166217804,7899.0,3396.8981032852466,28.084543983891326,0.8850724457673599,0.04307939350605011,0.8850724457673599,False,21.0,58.28291433417899,8.130912314520698,230_machine_cpu,209,7,1463,black-box
542,*gplearn,230_machine_cpu,13879.5,23768.692612171173,13.5,4961.639670743561,38.396031732865424,0.716465382907775,6.602414614491993,0.716465382907775,False,21.0,70.43890736477647,8.509693069837374,230_machine_cpu,209,7,1463,black-box
543,*AFP,294_satellite_image,13879.5,16071.423152923584,47.0,1.236497787804237,0.8508788071153748,0.7453063221729683,4.46428420914544,0.7453063221729683,False,20.0,1.1119792209408577,0.8049111547573622,294_satellite_image,6435,37,238095,black-box
544,*AFP_FE,294_satellite_image,13879.5,15458.593609929085,45.0,1.260849204377695,0.8921455969845538,0.7418713702815707,4.294053780535856,0.7418713702815707,False,20.0,1.1228754180129223,0.8157404968557062,294_satellite_image,6435,37,238095,black-box
545,AdaBoost,294_satellite_image,13879.5,175.62632012367249,15000.0,1.060395073822801,0.8408448381952116,0.785573213982835,0.04878508892324236,0.785573213982835,False,20.0,1.0297548610338292,0.7228977478225294,294_satellite_image,6435,37,238095,black-box
546,*BSR,294_satellite_image,13879.5,7200.079510092735,12.5,2.153014367241229,1.1555492703396433,0.5517361230574709,2.000022086136871,0.5517361230574709,False,20.0,1.4673153605279368,1.1483589372417997,294_satellite_image,6435,37,238095,black-box
547,*DSR,294_satellite_image,13879.5,59335.71318256855,6.0,1.5823976438269423,1.0758285524006663,0.6727754822789709,16.482142550713487,0.6727754822789709,False,20.0,1.2579338789566574,0.9487182866964462,294_satellite_image,6435,37,238095,black-box
548,*EPLEX,294_satellite_image,13879.5,41840.88772416115,57.5,1.0248292039423468,0.6912873299640759,0.7900849670608978,11.622468812266986,0.7900849670608978,False,20.0,1.012338482891146,0.7054853532691956,294_satellite_image,6435,37,238095,black-box
549,*FEAT,294_satellite_image,13879.5,7685.271157026291,103.5,1.077532367887898,0.784213817694981,0.7817517107333847,2.134797543618414,0.7817517107333847,False,20.0,1.038042565547241,0.7311808278368772,294_satellite_image,6435,37,238095,black-box
550,*FFX,294_satellite_image,13879.5,780.0857294797897,2586.5,0.8070274542676984,0.5995911559552756,0.8318680970038019,0.2166904804110527,0.8318680970038019,False,20.0,0.8983470678238441,0.5916832047806172,294_satellite_image,6435,37,238095,black-box
551,*GP-GOMEA,294_satellite_image,13879.5,5813.050721645355,51.0,1.0258582811076202,0.7430815510963129,0.7895388123630502,1.6147363115681541,0.7895388123630502,False,20.0,1.0128466226964576,0.7059934532849141,294_satellite_image,6435,37,238095,black-box
552,*ITEA,294_satellite_image,13879.5,40470.6643679142,313.5,0.9306615326493585,0.7121410170451388,0.8092996650990405,11.2418512133095,0.8092996650990405,False,20.0,0.9647080038277689,0.6578627072177222,294_satellite_image,6435,37,238095,black-box
553,KernelRidge,294_satellite_image,13879.5,41.00805222988129,4826.0,0.45867813943973945,0.39443111373722783,0.9073599779479731,0.011391125619411469,0.9073599779479731,False,20.0,0.6772578086960234,0.37753064166726163,294_satellite_image,6435,37,238095,black-box
554,LGBM,294_satellite_image,13879.5,58.323002099990845,11904.5,0.49382027543530044,0.3850258177677033,0.8999678570360268,0.016200833916664124,0.8999678570360268,False,20.0,0.7027234701042085,0.40133678190755967,294_satellite_image,6435,37,238095,black-box
555,Linear,294_satellite_image,13879.5,0.4390372037887573,36.0,1.4699119976439852,1.0141606580237679,0.7008318278274214,0.00012195477883021037,0.7008318278274214,False,20.0,1.2123992731950912,0.9041825215209597,294_satellite_image,6435,37,238095,black-box
556,MLP,294_satellite_image,13879.5,102.15549004077911,7602.0,0.5442636190608645,0.4754925091729527,0.8884704104139667,0.028376525011327532,0.8884704104139667,False,20.0,0.7377422443244419,0.434547174762277,294_satellite_image,6435,37,238095,black-box
557,*MRGP,294_satellite_image,13879.5,308441.83370912075,23762.0,0.7794337543275298,0.5543037997636664,0.841685765353799,85.67828714142243,0.841685765353799,False,20.0,0.8828554549457854,0.5762951981481784,294_satellite_image,6435,37,238095,black-box
558,*Operon,294_satellite_image,13879.5,8911.16200184822,94.0,0.7737089541725,0.5878212978846913,0.8411896248236057,2.475322778291172,0.8411896248236057,False,20.0,0.8796072726919099,0.573072808518234,294_satellite_image,6435,37,238095,black-box
559,RandomForest,294_satellite_image,13879.5,152.90994799137115,1133597.0,0.4728983983840902,0.37822684897451747,0.9030251780776677,0.04247498555315865,0.9030251780776677,False,20.0,0.687676085365843,0.38723215912332665,294_satellite_image,6435,37,238095,black-box
560,*SBP-GP,294_satellite_image,13879.5,276071.5741921663,666.5,0.7862556472203015,0.6054577388601022,0.8383442001000565,76.68654838671287,0.8383442001000565,False,20.0,0.8867105769191554,0.5801216117518629,294_satellite_image,6435,37,238095,black-box
561,XGB,294_satellite_image,13879.5,585.85908806324,84871.0,0.4452679388836744,0.3612676692201604,0.9083894673193551,0.16273863557312224,0.9083894673193551,False,20.0,0.6672840016692101,0.3682947292083287,294_satellite_image,6435,37,238095,black-box
562,*gplearn,294_satellite_image,13879.5,25845.161426067352,13.5,1.544269523381282,0.959800996687151,0.6818056989794936,7.179211507240931,0.6818056989794936,False,20.0,1.242686413936067,0.9338435845914764,294_satellite_image,6435,37,238095,black-box
563,*AFP,344_mv,13879.5,24683.240304350853,34.0,6.077932936987507,2.0127270683791894,0.9431043885702681,6.856455640097459,0.9431043885702681,False,21.0,2.4653464131816256,1.9569819070249668,344_mv,40768,11,448448,black-box
564,*AFP_FE,344_mv,13879.5,24574.090057373047,28.5,6.068881252018568,2.009750269555216,0.9436142908434878,6.826136127048068,0.9436142908434878,False,21.0,2.463509945589538,1.9557022286347312,344_mv,40768,11,448448,black-box
565,*AIFeynman,344_mv,13879.5,250947.83533132076,6182.0,1.9020019288681498,0.9921071151408069,0.9826333464485706,69.70773203647799,0.9826333464485706,False,21.0,1.3791308599506247,1.0654008191303312,344_mv,40768,11,448448,black-box
566,AdaBoost,344_mv,13879.5,178.74155390262604,15000.0,4.363670745889872,1.7595458916988356,0.9595485140250846,0.04965043163961834,0.9595485140250846,False,21.0,2.088940101077547,1.6796485813374573,344_mv,40768,11,448448,black-box
567,*BSR,344_mv,13879.5,126994.64782547951,23.5,16.935356917484977,2.883767075683536,0.8419249085703179,35.27629106263319,0.8419249085703179,False,21.0,4.115259034068813,2.8867740113987197,344_mv,40768,11,448448,black-box
568,*DSR,344_mv,13879.5,30891.425228714943,7.0,14.187281630408922,2.9746337948327772,0.8692380303660416,8.580951452420816,0.8692380303660416,False,21.0,3.76660080582067,2.7204583427527194,344_mv,40768,11,448448,black-box
569,*EPLEX,344_mv,13879.5,98184.55036485195,64.0,1.6115280242146217,0.77995553946656,0.9849570867662559,27.273486212458877,0.9849570867662559,False,21.0,1.2694597371380558,0.9599354999163331,344_mv,40768,11,448448,black-box
570,*FEAT,344_mv,13879.5,12510.978425502777,124.5,0.17975119467225115,0.2566274829821366,0.9983485683142581,3.4752717848618824,0.9983485683142581,False,21.0,0.4239707474251628,0.1653035642725025,344_mv,40768,11,448448,black-box
571,*FFX,344_mv,13879.5,189.79303884506226,141.0,0.17750652210455709,0.3333231828555867,0.9983774790208433,0.05272028856807285,0.9983774790208433,False,21.0,0.4213152289017774,0.1633990858353949,344_mv,40768,11,448448,black-box
572,*GP-GOMEA,344_mv,13879.5,13014.672641634941,53.0,0.6928021696096276,0.5852644818232017,0.9936448526284676,3.6151868448985947,0.9936448526284676,False,21.0,0.8323473851761821,0.5263852443502253,344_mv,40768,11,448448,black-box
573,*ITEA,344_mv,13879.5,62327.6381329298,132.0,0.012729875601984224,0.05118161388250217,0.9998820194252385,17.313232814702722,0.9998820194252385,False,21.0,0.11282675038298419,0.012649531861003751,344_mv,40768,11,448448,black-box
574,KernelRidge,344_mv,13879.5,299.63418185710907,10000.0,0.04677908601300387,0.12663272861330432,0.9995692428993197,0.08323171718253031,0.9995692428993197,False,21.0,0.21628473365682532,0.04571791250312505,344_mv,40768,11,448448,black-box
575,LGBM,344_mv,13879.5,67.30265319347382,20344.0,0.02113869576247889,0.09893416258543902,0.9998060319666704,0.018695181442631617,0.9998060319666704,False,21.0,0.14539152575882439,0.020918373014951246,344_mv,40768,11,448448,black-box
576,Linear,344_mv,13879.5,0.43978190422058105,10.0,20.168482510579274,3.397085367659591,0.8118217953262952,0.0001221616400612725,0.8118217953262952,False,21.0,4.490933367416987,3.0525134014523476,344_mv,40768,11,448448,black-box
577,MLP,344_mv,13879.5,91.23079812526703,2402.0,0.009553384777418,0.06809498940473087,0.9999115334804943,0.02534188836812973,0.9999115334804943,False,21.0,0.09774141792207641,0.009508039767199316,344_mv,40768,11,448448,black-box
578,*MRGP,344_mv,13879.5,161851.89294075966,5919.5,0.01002973166750279,0.064649093688737,0.9999080082969363,44.95885915021101,0.9999080082969363,False,21.0,0.10014854800496505,0.00997976771445673,344_mv,40768,11,448448,black-box
579,*Operon,344_mv,13879.5,18048.661007881165,93.0,0.008771440761169237,0.05434710148096644,0.9999197264547515,5.013516946633657,0.9999197264547515,False,21.0,0.0936559702377229,0.008733195157970032,344_mv,40768,11,448448,black-box
580,RandomForest,344_mv,13879.5,389.2280378341675,11135989.0,0.020664374525804136,0.06801963118310841,0.9998090568799882,0.10811889939837985,0.9998090568799882,False,21.0,0.14375108530304784,0.02045376283573346,344_mv,40768,11,448448,black-box
581,*SBP-GP,344_mv,13879.5,292436.4292616844,331.5,0.1654142716239036,0.30135955849549234,0.9984896572774287,81.23234146157901,0.9984896572774287,False,21.0,0.40671153367454876,0.15307662176812584,344_mv,40768,11,448448,black-box
582,XGB,344_mv,13879.5,499.61056113243103,92583.0,0.044045430696785584,0.08351184796636879,0.9995970941856062,0.13878071142567527,0.9995970941856062,False,21.0,0.2098700328698349,0.04310300450674335,344_mv,40768,11,448448,black-box
583,*gplearn,344_mv,13879.5,32584.313554763794,24.0,6.2397300501951305,2.038538222795281,0.9422257620953784,9.05119820965661,0.9422257620953784,False,21.0,2.4979451655701195,1.9795839198178387,344_mv,40768,11,448448,black-box
584,*AFP,4544_GeographicalOriginalofMusic,13879.5,2748.128425717354,16.5,0.4333441855571147,0.4763855347998798,0.5551416723956957,0.7633690071437094,0.5551416723956957,False,20.0,0.6582888314084591,0.360010305321662,4544_GeographicalOriginalofMusic,1059,118,124962,black-box
585,*AFP_FE,4544_GeographicalOriginalofMusic,13879.5,2872.9181545972824,15.0,0.3997938867081035,0.4626199909354444,0.5860674758931068,0.7980328207214673,0.5860674758931068,False,20.0,0.6322925641727123,0.33632500200280235,4544_GeographicalOriginalofMusic,1059,118,124962,black-box
586,AdaBoost,4544_GeographicalOriginalofMusic,13879.5,198.83119356632233,15000.0,0.30128888956912103,0.41778568463736643,0.6839533169778231,0.05523088710175621,0.6839533169778231,False,20.0,0.5488978862858929,0.2633552268167819,4544_GeographicalOriginalofMusic,1059,118,124962,black-box
587,*BSR,4544_GeographicalOriginalofMusic,13879.5,6805.114959597588,14.5,0.7095191390400868,0.6240122069297553,0.23069272911015848,1.8903097109993299,0.23069272911015848,False,20.0,0.842329590504861,0.5362121257292459,4544_GeographicalOriginalofMusic,1059,118,124962,black-box
588,*DSR,4544_GeographicalOriginalofMusic,13879.5,34158.7840577364,5.0,0.3736944314518712,0.459831177318021,0.6264247867293733,9.488551127148998,0.6264247867293733,False,20.0,0.6113055140041445,0.3175037756550459,4544_GeographicalOriginalofMusic,1059,118,124962,black-box
589,*EPLEX,4544_GeographicalOriginalofMusic,13879.5,7240.78401350975,48.5,0.23331751197783057,0.3601798604679435,0.759543761157175,2.0113288926415973,0.759543761157175,False,20.0,0.4830295146032285,0.20970770277370462,4544_GeographicalOriginalofMusic,1059,118,124962,black-box
590,*FEAT,4544_GeographicalOriginalofMusic,13879.5,4673.695924282074,57.5,0.2139646507383763,0.3490124702741126,0.7739247153715562,1.2982488678561317,0.7739247153715562,False,20.0,0.46256313162462087,0.19389157420544187,4544_GeographicalOriginalofMusic,1059,118,124962,black-box
591,*FFX,4544_GeographicalOriginalofMusic,13879.5,1926.6002757549286,1445.5,0.27562418110535847,0.3744491743136809,0.7113309691906231,0.5351667432652579,0.7113309691906231,False,20.0,0.5249992200997621,0.2434356126261431,4544_GeographicalOriginalofMusic,1059,118,124962,black-box
592,*GP-GOMEA,4544_GeographicalOriginalofMusic,13879.5,20798.43830895424,21.0,0.2419960551263063,0.37116036807388697,0.7425923607396149,5.7773439747095106,0.7425923607396149,False,20.0,0.4919309454855491,0.21671980727943627,4544_GeographicalOriginalofMusic,1059,118,124962,black-box
593,*ITEA,4544_GeographicalOriginalofMusic,13879.5,5978.69267976284,111.5,0.4303850608928088,0.48458778076311915,0.5698939011114972,1.660747966600789,0.5698939011114972,False,20.0,0.6560373929074538,0.35794368137586835,4544_GeographicalOriginalofMusic,1059,118,124962,black-box
594,KernelRidge,4544_GeographicalOriginalofMusic,13879.5,1.7169541120529175,794.0,0.229962768439902,0.35345493570381215,0.7693966299824344,0.0004769316977924771,0.7693966299824344,False,20.0,0.47954433417558173,0.2069838993651384,4544_GeographicalOriginalofMusic,1059,118,124962,black-box
595,LGBM,4544_GeographicalOriginalofMusic,13879.5,44.101818442344666,8812.5,0.25539040607367014,0.3636004517931586,0.732283639762251,0.012250505122873519,0.732283639762251,False,20.0,0.5053616586897646,0.2274466047450181,4544_GeographicalOriginalofMusic,1059,118,124962,black-box
596,Linear,4544_GeographicalOriginalofMusic,13879.5,0.45852017402648926,117.0,0.20156956201663545,0.3351426607524422,0.7839482117518031,0.00012736671500735813,0.7839482117518031,False,20.0,0.44896498974489696,0.18362867049570392,4544_GeographicalOriginalofMusic,1059,118,124962,black-box
597,MLP,4544_GeographicalOriginalofMusic,13879.5,28.431413292884827,23802.0,0.30599134475379275,0.410951175132247,0.6629668222366687,0.007897614803579119,0.6629668222366687,False,20.0,0.5531648441050757,0.2669624035380925,4544_GeographicalOriginalofMusic,1059,118,124962,black-box
598,*MRGP,4544_GeographicalOriginalofMusic,13879.5,301327.6901242733,25917.5,0.7167433196046338,0.5300097168478747,0.1622301079918237,83.70213614563147,0.19373248017045996,False,20.0,0.8466069451667838,0.5404290772075294,4544_GeographicalOriginalofMusic,1059,118,124962,black-box
599,*Operon,4544_GeographicalOriginalofMusic,13879.5,939.2921832799911,51.0,0.20993673623852432,0.3487712530724546,0.7838739032425754,0.2609144953555531,0.7838739032425754,False,20.0,0.45818853787335656,0.19056807414139534,4544_GeographicalOriginalofMusic,1059,118,124962,black-box
600,RandomForest,4544_GeographicalOriginalofMusic,13879.5,268.5058319568634,1002962.0,0.27464504846753457,0.37737492588942034,0.7069776758711085,0.07458495332135094,0.7069776758711085,False,20.0,0.5240658818006898,0.24266774649296827,4544_GeographicalOriginalofMusic,1059,118,124962,black-box
601,*SBP-GP,4544_GeographicalOriginalofMusic,13879.5,234137.82438373566,999.5,0.2638167104244737,0.3740327443814523,0.740201346815289,65.03828455103769,0.740201346815289,False,20.0,0.5136309087510931,0.23413627763447614,4544_GeographicalOriginalofMusic,1059,118,124962,black-box
602,XGB,4544_GeographicalOriginalofMusic,13879.5,561.114201426506,29388.0,0.23359391620139708,0.3526395005742741,0.75985877845852,0.15586505595180722,0.75985877845852,False,20.0,0.48331554516836833,0.2099317920714118,4544_GeographicalOriginalofMusic,1059,118,124962,black-box
603,*gplearn,4544_GeographicalOriginalofMusic,13879.5,26141.035621404648,1.0,0.45791102099544156,0.4865647423771762,0.49020143078176276,7.261398783723513,0.49020143078176276,False,20.0,0.6766912301747685,0.3770046036003349,4544_GeographicalOriginalofMusic,1059,118,124962,black-box
604,*AFP,485_analcatdata_vehicle,13879.5,722.9651532173157,35.5,43857.69176868774,150.99284508152363,0.3746599370530389,0.2008236536714766,0.3746599370530389,False,21.0,209.4222809747992,10.688728194091732,485_analcatdata_vehicle,48,5,240,black-box
605,*AFP_FE,485_analcatdata_vehicle,13879.5,689.8871665000916,59.0,52367.186072600016,173.47864676281557,0.3449556345287985,0.1916353240278032,0.3449556345287985,False,21.0,228.83877746701938,10.866054549908343,485_analcatdata_vehicle,48,5,240,black-box
606,*AIFeynman,485_analcatdata_vehicle,13879.5,69682.87620425224,400.0,173034.52622413967,320.32022040940205,-1.1697681831001576,19.35635450118118,0.0,False,21.0,415.97418937253747,12.061252206294451,485_analcatdata_vehicle,48,5,240,black-box
607,AdaBoost,485_analcatdata_vehicle,13879.5,26.030641317367554,513.0,25341.36611764678,133.4493326118326,0.6694955599125296,0.007230733699268765,0.6694955599125296,False,21.0,159.18971737410297,10.14023282432445,485_analcatdata_vehicle,48,5,240,black-box
608,*BSR,485_analcatdata_vehicle,13879.5,7200.012567996979,48.5,34206.41500676074,129.45710287674424,0.4491988736544262,2.000003491110272,0.4491988736544262,False,21.0,184.94976346770693,10.44019771261332,485_analcatdata_vehicle,48,5,240,black-box
609,*DSR,485_analcatdata_vehicle,13879.5,32143.25867521763,13.5,26869.79679641848,131.7489512159326,0.584304166634037,8.92868296533823,0.584304166634037,False,21.0,163.92009271720926,10.198795354925679,485_analcatdata_vehicle,48,5,240,black-box
610,*EPLEX,485_analcatdata_vehicle,13879.5,1280.5133689641953,59.0,41718.91856535583,143.76513510142703,0.41903937255890106,0.3556981580456098,0.41903937255890106,False,21.0,204.25209562047542,10.638733957179818,485_analcatdata_vehicle,48,5,240,black-box
611,*FEAT,485_analcatdata_vehicle,13879.5,4519.970644831657,149.0,42441.8847708509,166.02179815752197,0.5038322640752879,1.255547401342127,0.5038322640752879,False,21.0,206.01428292924473,10.655914563340836,485_analcatdata_vehicle,48,5,240,black-box
612,*FFX,485_analcatdata_vehicle,13879.5,101.57105624675751,540.5,61725.37300455173,201.54431118620852,0.17233033018426508,0.028214182290765975,0.17233033018426508,False,21.0,248.44591565278697,11.030466557863141,485_analcatdata_vehicle,48,5,240,black-box
613,*GP-GOMEA,485_analcatdata_vehicle,13879.5,6052.227527856827,23.5,51386.87886128697,172.69243448889105,0.23479557872755769,1.681174313293563,0.23479557872755769,False,21.0,226.68674169718653,10.847157603814072,485_analcatdata_vehicle,48,5,240,black-box
614,*ITEA,485_analcatdata_vehicle,13879.5,928.1871644258499,79.0,54869.854650082154,172.80430787292667,0.28998244267806694,0.2578297678960694,0.28998244267806694,False,21.0,234.2431528350021,10.912737605839904,485_analcatdata_vehicle,48,5,240,black-box
615,KernelRidge,485_analcatdata_vehicle,13879.5,0.8017582893371582,36.0,40087.159535758256,139.72921008818057,0.5775164750276633,0.0002227106359269884,0.5775164750276633,False,21.0,200.21778026878195,10.598836296270393,485_analcatdata_vehicle,48,5,240,black-box
616,LGBM,485_analcatdata_vehicle,13879.5,8.696442365646362,1.0,79810.5887196534,228.57870381802306,-0.046263489825611126,0.0024156784349017675,0.0,False,21.0,282.5076790454614,11.287423994944993,485_analcatdata_vehicle,48,5,240,black-box
