algorithm,dataset,rmse_test,log_mse_test,r2_test,model_size,training time (s)
*DSR,225_puma8NH,3.5711780676948215,2.6212797253615094,0.5960510226526889,9.0,31207.311192035675
*DSR,227_cpu_small,7.935936964872383,4.158556397354045,0.8091037701096895,9.0,30250.443323731422
*DSR,228_elusage,10.580136968272306,4.72685049090329,0.7462655408725791,12.5,38185.10030853748
*DSR,229_pwLinear,3.13758091066688,2.3836501060259168,0.5197864198609696,7.5,34701.505074739456
*DSR,230_machine_cpu,72.91059032781565,8.578655896192537,0.7072677491173873,8.5,29630.28289115429
*DSR,294_satellite_image,1.2579338789566574,0.9487182866964462,0.6727754822789709,6.0,59335.71318256855
*DSR,344_mv,3.76660080582067,2.7204583427527194,0.8692380303660416,7.0,30891.425228714943
*DSR,4544_GeographicalOriginalofMusic,0.6113055140041445,0.3175037756550459,0.6264247867293733,5.0,34158.7840577364
*DSR,485_analcatdata_vehicle,163.92009271720926,10.198795354925679,0.584304166634037,13.5,32143.25867521763
*DSR,503_wind,3.973712557208817,2.8208067875132143,0.6446614216834342,6.0,31563.431513667107
*DSR,505_tecator,1.8733821219875577,1.5061997152826265,0.9847034371024421,5.0,36123.20900261402
*DSR,519_vinnie,1.6142478469483876,1.2825425816899452,0.7325810807446349,6.0,47819.22824692726
*DSR,522_pm10,0.8429823875285216,0.5368554720141563,0.09485520990853125,5.5,42456.18122923374
*DSR,523_analcatdata_neavote,0.9534318698581935,0.646596480410202,0.9387709696182973,27.5,38252.25992310047
*DSR,527_analcatdata_election2000,7006.2753578943575,17.709123032649057,0.9864280401682228,6.0,45016.36687517166
*DSR,529_pollen,1.8635844736113512,1.4980474956942542,0.6394150266339822,11.5,34123.83789181709
*DSR,537_houses,81994.31027445318,22.628810274032933,0.499191774742615,6.0,31222.790992617607
*DSR,542_pollution,55.17818469828247,8.021463733840603,0.03287528602749451,6.0,29949.073969364166
*DSR,547_no2,0.6009139848496873,0.30829144570262834,0.3145097879434812,9.0,32281.638243675232
*DSR,556_analcatdata_apnea2,2496.4384776004176,15.6452409328095,0.3796977290701849,11.5,30553.43728840351
*DSR,557_analcatdata_apnea1,2276.2891265824874,15.460603832889278,0.49744232913089664,13.0,33465.23354911804
*DSR,560_bodyfat,0.3449672118942189,0.11243755379765748,0.9984624710471791,7.0,29029.586562037468
*DSR,561_cpu,75.26679623465199,8.64225467310208,0.7503399690988233,8.0,40905.96148824692
*DSR,562_cpu_small,7.942068527925176,4.160076940776028,0.8114661708363018,9.0,30055.51107621193
*DSR,564_fried,2.897118496822576,2.2399961991248856,0.6651010875128786,11.0,31600.60364961624
*DSR,573_cpu_act,8.247200509606767,4.234342943971646,0.7950341924055593,7.5,33890.10241854191
*DSR,574_house_16H,49538.837555912025,21.621024476428524,0.14643939689417884,6.0,29340.9753190279
*DSR,579_fri_c0_250_5,0.6019262343000085,0.3091855991176957,0.6024078410323856,7.0,55518.438160419464
*DSR,581_fri_c3_500_25,0.631561878565505,0.33566505840993516,0.5555547735536002,9.0,32607.581555485725
*DSR,582_fri_c1_500_25,0.7420523060884275,0.4386687968711236,0.450080957938957,7.0,28168.018107891083
*DSR,583_fri_c1_1000_50,0.7331397718532331,0.4301537695187044,0.40441607741575036,7.0,30665.847187757492
*DSR,584_fri_c4_500_25,0.6311506665807778,0.33529380248706403,0.5607684011575452,8.5,31094.705369591713
*DSR,586_fri_c3_1000_25,0.6097782693983306,0.31614527802099096,0.6288620659212093,11.5,30326.69896388054
*DSR,588_fri_c4_1000_100,0.7958324319755458,0.49063266728916327,0.3730307346875776,5.0,34894.49135744572
*DSR,589_fri_c2_1000_25,0.5863684397484478,0.2955222183802509,0.6494585771923119,5.0,27816.958047151566
*DSR,590_fri_c0_1000_50,0.5997864315845097,0.307296272815015,0.6408572240734103,7.0,34690.0430521965
*DSR,591_fri_c1_100_10,0.55003820394544,0.2643177596139443,0.6755900863337729,6.5,49104.986770391464
*DSR,592_fri_c4_1000_25,0.6283199963461988,0.33274101125555394,0.6041785352161954,11.0,30514.405600070953
*DSR,593_fri_c1_1000_10,0.6554255125457543,0.35738251529817106,0.5801204227170907,10.0,32606.121561527252
*DSR,594_fri_c2_100_5,0.6588231558740454,0.36050118005340925,0.5472888033929415,11.5,36813.8147714138
*DSR,595_fri_c0_1000_10,0.604019527141446,0.31103690463833705,0.6253768293310518,12.0,29065.0370374918
*DSR,596_fri_c2_250_5,0.5892720667278555,0.29805921960124854,0.6561634618313182,8.0,32159.697696328163
*DSR,597_fri_c2_500_5,0.5976174164525109,0.3053843900875967,0.6185401529361512,12.0,31293.929289102554
*DSR,598_fri_c0_1000_25,0.5704165926225742,0.28169550551961686,0.6736225694575622,7.0,31976.162360668182
*DSR,599_fri_c2_1000_5,0.5890382880351073,0.29785473361594894,0.6525253340418704,10.0,31498.45315539837
*DSR,601_fri_c1_250_5,0.6772938751852835,0.37756413302107744,0.5386743410943792,10.0,32698.075150966644
*DSR,602_fri_c3_250_10,0.6585699838787925,0.3602685756687454,0.5891275452952875,11.0,29903.411761641502
*DSR,603_fri_c0_250_50,0.6145253979398361,0.3203729534784215,0.6138364404813422,7.0,30477.76662683487
*DSR,604_fri_c4_500_10,0.6236456074513571,0.3285364339074492,0.6110736865396682,11.0,29337.996151924133
*DSR,605_fri_c2_250_25,0.6496992602254004,0.3521410715710675,0.5782064857940329,5.0,49154.96491444111
*DSR,606_fri_c2_1000_10,0.6007945550805214,0.3081859959987219,0.637872586791937,10.0,40547.640835404396
*DSR,607_fri_c4_1000_50,0.6264436540619482,0.33105160846530307,0.6086429143227446,9.0,33744.23114776611
*DSR,608_fri_c3_1000_10,0.591497273155469,0.3000075685957913,0.6245073998759242,14.0,31764.599625229836
*DSR,609_fri_c0_1000_5,0.5749270269284918,0.28558569129916833,0.6833612787437148,12.0,30477.278799533844
*DSR,611_fri_c3_100_5,0.5455569404921174,0.260541354221214,0.5756179397727039,12.0,33577.169093728065
*DSR,612_fri_c1_1000_5,0.6727485350382881,0.37334857709072433,0.5716006683310733,9.5,31840.37253177166
*DSR,613_fri_c3_250_5,0.6153884051194451,0.3211431217582424,0.6398778285254538,11.5,42449.54972577095
*DSR,615_fri_c4_250_10,0.6444849677847845,0.34738453299680544,0.5115902677716146,10.0,34568.90347504616
*DSR,616_fri_c4_500_50,0.7407767493778475,0.43744827820257,0.45642078696310534,7.0,32024.71617460251
*DSR,617_fri_c3_500_5,0.6192109109282655,0.3245602499321092,0.5725894895960448,11.0,37546.672906160355
*DSR,618_fri_c3_1000_50,0.6247536254423605,0.32953184522939993,0.5875192170685664,9.0,30855.078701376915
*DSR,620_fri_c1_1000_25,0.710943559905348,0.40908570939449296,0.49011437255074675,5.0,40665.16148710251
*DSR,621_fri_c0_100_10,0.6179944175917339,0.3234717381443619,0.5018984218251566,7.0,28792.689905047417
*DSR,622_fri_c2_1000_50,0.6337646948854265,0.3376555993735413,0.5931118724358078,8.0,30879.316815257072
*DSR,623_fri_c4_1000_10,0.6415120888496464,0.34467972013554443,0.593039846978737,14.0,34842.2828015089
*DSR,624_fri_c0_100_5,0.6667560623287705,0.3678073013256961,0.5293902695629029,7.0,55247.038578391075
*DSR,626_fri_c2_500_50,0.644659700941231,0.3475436714881033,0.5819303798764617,8.0,33562.89798164368
*DSR,627_fri_c2_500_10,0.6391218986249662,0.3425088376995244,0.6281899351548467,11.5,29478.973131775856
*DSR,628_fri_c3_1000_5,0.6087706327096364,0.31524982828038256,0.6329740411031821,9.0,32380.14374065399
*DSR,631_fri_c1_500_5,0.6906189726063967,0.38998224161632605,0.5549662896132379,10.0,32622.644451141357
*DSR,633_fri_c0_500_25,0.5949960905186762,0.3030782022446023,0.6331280702910724,7.0,29366.662901997566
*DSR,634_fri_c2_100_10,0.6466829497640747,0.34938764219736884,0.5702514935814693,9.0,49156.91201984882
*DSR,635_fri_c0_250_10,0.5801112227214326,0.29007597781798544,0.6116052233861258,7.0,30428.386843442917
*DSR,637_fri_c1_500_50,0.7291142904281241,0.42631793441011795,0.4939013656374215,5.0,30670.30796957016
*DSR,641_fri_c1_500_10,0.6420940786142197,0.3452088225498732,0.6058974365846548,9.5,33475.34393143654
*DSR,643_fri_c2_500_25,0.6516257481242924,0.3539023848795328,0.5631744466058335,5.0,32115.079265356064
*DSR,644_fri_c4_250_25,0.6746158479365872,0.37507912288229767,0.46479601234361406,5.0,47619.93507575989
*DSR,645_fri_c3_500_50,0.8671342190331884,0.5607133304542492,0.21282605417534584,5.0,36893.50246715546
*DSR,646_fri_c3_500_10,0.5724170336198111,0.28341894350058905,0.6707270181854794,10.5,29596.963146924973
*DSR,647_fri_c1_250_10,0.6719844057715559,0.372640935575333,0.5363252389192898,8.5,39587.58132970333
*DSR,648_fri_c1_250_50,0.7105512039374072,0.40871516323065016,0.5090130276676345,8.0,31351.134501338005
*DSR,649_fri_c0_500_5,0.5517671934707293,0.26577922361329853,0.6909223701794882,9.0,42909.89666175842
*DSR,650_fri_c0_500_50,0.5818898588837472,0.29162115995362853,0.6509283090112766,7.0,33291.16612958908
*DSR,651_fri_c0_100_25,0.6826449933694368,0.3825404595124674,0.5902305694009455,7.0,34450.71114552021
*DSR,653_fri_c0_250_25,0.6340226378069482,0.33788887931728645,0.5694548713228088,7.0,28801.196902751923
*DSR,654_fri_c0_500_10,0.5911934622457293,0.2997413485608879,0.6316736020889612,12.0,29645.052250266075
*DSR,656_fri_c1_100_5,0.6532538191399984,0.35539250852454374,0.4849348049546542,9.0,32033.679629683495
*DSR,657_fri_c2_250_10,0.6292947045550497,0.3336194750643522,0.5930060559894705,9.0,28491.657399892807
*DSR,658_fri_c3_250_25,0.7066673044741645,0.405050808439762,0.4926556212668844,5.0,40035.55855309963
*DSR,659_sleuth_ex1714,1433.8312234092407,14.536211122142431,0.5531554118946518,7.0,28320.312161564827
*DSR,663_rabe_266,9.577973910613503,4.529773829803604,0.9667236031756208,18.0,32712.36093735695
*DSR,665_sleuth_case2002,7.55585245844289,4.062009134805035,0.3985795103634362,14.0,55065.450845479965
*DSR,666_rmftsa_ladata,1.9074294923775819,1.534345174904007,0.5928421283692233,10.0,32154.0705896616
*DSR,678_visualizing_environmental,2.590612070110228,2.0426830115786685,0.3557402089482423,7.0,31452.243845820427
*DSR,687_sleuth_ex1605,10.678052101959185,4.745112952814871,0.3536666957645622,13.5,33523.96592116356
*DSR,690_visualizing_galaxy,23.732107889181233,6.335431742054671,0.9340074113680468,12.0,30692.070455908775
*DSR,695_chatfield_4,16.95186689298823,5.664229782416941,0.8583807266040793,6.0,40094.71227097511
*DSR,706_sleuth_case1202,62.21425267114079,8.261426555863094,0.5764782418124584,8.5,34324.84871149063
*DSR,712_chscase_geyser1,6.275697522090549,3.6984430614064503,0.7591301501729986,8.0,33791.984374165535
*DSR,banana,0.7206270829467238,0.4182519355173543,0.4710837818504097,10.5,38949.96351790428
*DSR,titanic,0.8019911284919065,0.4966393346248967,0.23663650781370266,12.0,36801.42741775513
*EPLEX,1027_ESL,0.5408734648342686,0.25661245057981286,0.8568468436621852,44.0,3813.073056936264
*EPLEX,1028_SWD,0.6420996733627039,0.3452139098543194,0.3248578902826966,47.5,6462.212345480919
*EPLEX,1029_LEV,0.6397845774030995,0.3431103735598063,0.5414058447269582,42.5,6574.819919586182
*EPLEX,1030_ERA,1.5734403022322037,1.2458000362160722,0.36313740353121493,35.5,6200.550761342049
*EPLEX,1089_USCrime,19.900044800502453,5.983965960503679,0.7680469703780384,44.5,1243.3869193792343
*EPLEX,1096_FacultySalaries,2.1781605511189146,1.748222575070532,0.7791840462537956,56.5,1322.476863861084
*EPLEX,1191_BNG_pbc,932.0432648167819,13.674759621309331,0.2875212523824345,44.0,69405.83349943161
*EPLEX,1193_BNG_lowbwt,473.8888958239667,12.32195024737894,0.5693399310510723,55.0,73867.75046598911
*EPLEX,1196_BNG_pharynx,315.04471726959383,11.505439251866477,0.43319932030269936,49.5,75854.23674249649
*EPLEX,1199_BNG_echoMonths,11.889133800635742,4.958299368845154,0.4325594525129652,54.5,77265.3373260498
*EPLEX,1201_BNG_breastTumor,9.996427415204565,4.614412950411336,0.06907951986480337,46.5,65674.80148684978
*EPLEX,1203_BNG_pwLinear,2.9005633958443773,2.2421201848371335,0.5802864327003221,60.5,77465.93760025501
*EPLEX,1595_poker,0.7050519228353401,0.4035287104289308,0.17311166848731951,59.5,79675.79784882069
*EPLEX,192_vineyard,3.268531880186015,2.458160527529746,0.4558528296701144,56.5,1307.1772755384445
*EPLEX,195_auto_price,2703.254421337266,15.804423471619907,0.7554425202542596,55.0,2072.9403468370438
*EPLEX,197_cpu_act,3.1891070359325946,2.413267752681851,0.967939929258185,59.5,50042.82712173462
*EPLEX,201_pol,26.01801792962321,6.519054742339887,0.6162017734471433,60.5,96835.65343856812
*EPLEX,207_autoPrice,2726.030998464387,15.821204101771125,0.7337768923142123,51.0,2072.0914390087128
*EPLEX,210_cloud,0.4044111053253134,0.1514742517672481,0.7725324934017865,47.0,1668.582624912262
*EPLEX,215_2dplanes,1.159998329823061,0.8525395807614786,0.9296225060090706,62.0,87204.50624668598
*EPLEX,218_house_8L,36425.76970944405,21.00606352513507,0.5395523506467425,59.0,77813.23846662045
*EPLEX,225_puma8NH,3.1965036102243887,2.417487122996482,0.676977248872908,53.0,47609.657359838486
*EPLEX,227_cpu_small,3.8448436307009577,2.758922167898064,0.9537715349286231,59.5,49949.080484867096
*EPLEX,228_elusage,12.563651191339575,5.067930969396909,0.6366587986958441,59.5,1306.3972282409668
*EPLEX,229_pwLinear,2.0112918424308206,1.618456101141847,0.8174143644277343,58.0,2341.8275557756424
*EPLEX,230_machine_cpu,63.94986173777157,8.31644322568075,0.8153373430220142,56.0,2238.160744071007
*EPLEX,294_satellite_image,1.012338482891146,0.7054853532691956,0.7900849670608978,57.5,41840.88772416115
*EPLEX,344_mv,1.2694597371380558,0.9599354999163331,0.9849570867662559,64.0,98184.55036485195
*EPLEX,4544_GeographicalOriginalofMusic,0.4830295146032285,0.20970770277370462,0.759543761157175,48.5,7240.78401350975
*EPLEX,485_analcatdata_vehicle,204.25209562047542,10.638733957179818,0.41903937255890106,59.0,1280.5133689641953
*EPLEX,503_wind,3.2037318192991675,2.421602705801005,0.7678168341746868,58.0,35868.835757017136
*EPLEX,505_tecator,1.2196671454765502,0.911313544502988,0.9933674657262124,49.0,2795.4142040014267
*EPLEX,519_vinnie,1.625650256663422,1.2927358044997754,0.6971159284907473,26.5,3150.879133462906
*EPLEX,522_pm10,0.815028313062955,0.5093872805026367,0.16944970139697707,54.0,3867.5489263534546
*EPLEX,523_analcatdata_neavote,0.9679647662031541,0.6611175594925738,0.9389862955195318,55.5,1705.6380891799927
*EPLEX,527_analcatdata_election2000,11501.935544864851,18.700541224435323,0.984423702362272,60.0,1403.3175415992737
*EPLEX,529_pollen,1.4491875594437138,1.1314487499023604,0.7826551423793725,33.5,21498.055128335953
*EPLEX,537_houses,68899.39388561185,22.28080532010518,0.644270824066092,56.5,75566.74488818645
*EPLEX,542_pollution,51.649557590136546,7.889338047750858,0.1288101237747477,47.0,1400.0804995298386
*EPLEX,547_no2,0.5491563444737205,0.26357329535327045,0.43871524537101164,52.0,3840.06825363636
*EPLEX,556_analcatdata_apnea2,1148.2355202504652,14.09196418416966,0.8823317274900238,58.0,4304.651558637619
*EPLEX,557_analcatdata_apnea1,903.9001769770589,13.613439085130407,0.9242063391177424,55.5,4532.152450084686
*EPLEX,560_bodyfat,0.33537857475455324,0.10659066827369759,0.9982762210641835,58.0,2615.6172795295715
*EPLEX,561_cpu,39.70562931340655,7.363620048450082,0.9266771633993345,57.0,2513.243481397629
*EPLEX,562_cpu_small,3.672947635548553,2.673496321774807,0.9603136827558776,59.5,48952.60343313217
*EPLEX,564_fried,1.1176799284657968,0.8105783420915822,0.9500170063804849,62.0,88456.68705630302
*EPLEX,573_cpu_act,3.715546800459622,2.6949844160354215,0.9591653069643813,62.0,50230.555664896965
*EPLEX,574_house_16H,45453.96349100736,21.44891060313633,0.2818296147932157,61.5,78668.67781484127
*EPLEX,579_fri_c0_250_5,0.2634054159916451,0.06708129788925285,0.9197451230097633,60.5,2597.7968983650208
*EPLEX,581_fri_c3_500_25,0.3055579550568611,0.08926070392964001,0.9011242973049327,63.0,4370.71101474762
*EPLEX,582_fri_c1_500_25,0.31696795694859164,0.09573616699722666,0.8977829262794792,61.0,4337.821592926979
*EPLEX,583_fri_c1_1000_50,0.3061222141965146,0.08957632721307472,0.9041220900067723,60.0,7828.56095969677
*EPLEX,584_fri_c4_500_25,0.3254414903063444,0.10067048187476466,0.8904508810072709,61.0,4323.687158465385
*EPLEX,586_fri_c3_1000_25,0.3140462783155505,0.09405945699822016,0.9053301951188961,59.5,7568.640518784523
*EPLEX,588_fri_c4_1000_100,0.3319473211361452,0.10453029272664027,0.8887512464727614,59.5,7837.59247469902
*EPLEX,589_fri_c2_1000_25,0.31641153983828996,0.09541586743995156,0.8879254128177466,58.0,7547.7849007844925
*EPLEX,590_fri_c0_1000_50,0.26750085006766683,0.06911245547096452,0.9277490323419013,57.5,7511.123772859573
*EPLEX,591_fri_c1_100_10,0.4685830401249623,0.1984983913020036,0.7528180924586085,55.5,1700.3892427682877
*EPLEX,592_fri_c4_1000_25,0.28355740377921695,0.07733578687129354,0.9187106816097816,59.5,7533.9721611738205
*EPLEX,593_fri_c1_1000_10,0.2747938685671777,0.07279652062178835,0.9256377637697846,61.5,7594.665766358376
*EPLEX,594_fri_c2_100_5,0.6502411188225762,0.3526362582410737,0.5411464502879211,55.0,1771.0599483251572
*EPLEX,595_fri_c0_1000_10,0.2509281819178927,0.06106212843115731,0.9346205679177937,61.5,7639.751553058624
*EPLEX,596_fri_c2_250_5,0.39613516629244405,0.14576395505324535,0.8343132283711493,51.5,2695.399890422821
*EPLEX,597_fri_c2_500_5,0.33419685510865627,0.10587916530390755,0.8906748030775842,61.0,4291.686351299286
*EPLEX,598_fri_c0_1000_25,0.22937796140508454,0.05127683097146417,0.9438504491669266,60.0,7616.719163179398
*EPLEX,599_fri_c2_1000_5,0.24121367275961958,0.05655426530925717,0.9407172009255278,61.0,7515.2887134552
*EPLEX,601_fri_c1_250_5,0.29980462612835995,0.08607018023018904,0.8943027462327904,58.0,2707.0032445192337
*EPLEX,602_fri_c3_250_10,0.39173704619611727,0.14276431193436145,0.8521193011817627,55.0,2643.444568872452
*EPLEX,603_fri_c0_250_50,0.3268075248513722,0.10147582246783474,0.8900434335366035,54.0,2687.8118621110916
*EPLEX,604_fri_c4_500_10,0.37670347832662604,0.1326983675158869,0.8682850985842278,60.5,4337.592709302902
*EPLEX,605_fri_c2_250_25,0.4002309029882673,0.14857928183548053,0.846813861077465,61.0,2589.2506214380264
*EPLEX,606_fri_c2_1000_10,0.2659318650351663,0.06833109227773014,0.9295435561873089,63.0,7626.698493719101
*EPLEX,607_fri_c4_1000_50,0.23675368437137015,0.05453771726133585,0.9442242908545676,62.5,7817.244234800339
*EPLEX,608_fri_c3_1000_10,0.25447634281713166,0.06274773963281975,0.9266526258020171,61.0,7589.429541110992
*EPLEX,609_fri_c0_1000_5,0.2211014723564625,0.047728516133099655,0.9519627674603166,61.5,7465.267856478691
*EPLEX,611_fri_c3_100_5,0.5139903439892737,0.23442849510724476,0.7077024195283499,55.0,1767.750986814499
*EPLEX,612_fri_c1_1000_5,0.2565315539330422,0.06373360806003264,0.9432295071650049,62.0,7547.665927648544
*EPLEX,613_fri_c3_250_5,0.32963892839378345,0.10315372328304265,0.8813995856032844,57.0,2634.7576053142548
*EPLEX,615_fri_c4_250_10,0.3129828027094986,0.09345230483374142,0.8865775797095905,61.0,2703.188707947731
*EPLEX,616_fri_c4_500_50,0.33761305777861506,0.10794150115174721,0.892837420015572,62.5,4370.8261506557465
*EPLEX,617_fri_c3_500_5,0.319152464616507,0.0969981141420193,0.882914976660419,60.0,4214.035350322723
*EPLEX,618_fri_c3_1000_50,0.352491368861144,0.1171162935413423,0.8777385195978648,61.5,7766.984115719795
*EPLEX,620_fri_c1_1000_25,0.29097211863880545,0.08127097503669907,0.908558674587143,60.5,7668.402862906456
*EPLEX,621_fri_c0_100_10,0.49688172866782,0.2206536158232128,0.7063532147506189,52.0,1715.248721241951
*EPLEX,622_fri_c2_1000_50,0.3588822276514439,0.12115197956363502,0.8669097400695085,57.5,7649.6572523117065
*EPLEX,623_fri_c4_1000_10,0.3103675936579968,0.09196645322439148,0.9001702469975339,63.0,7551.300879120827
*EPLEX,624_fri_c0_100_5,0.41897273238130983,0.16172604315365988,0.8091538330951636,50.0,1627.1160621643066
*EPLEX,626_fri_c2_500_50,0.41193038908891644,0.15673588854082393,0.818470148109002,60.5,4466.344200491905
*EPLEX,627_fri_c2_500_10,0.33279861594960286,0.10503989116346019,0.8976220976041389,57.5,4265.658647894859
*EPLEX,628_fri_c3_1000_5,0.27559749442951464,0.0732076903191709,0.9212923784558165,59.5,7494.048377633095
*EPLEX,631_fri_c1_500_5,0.2759781082492722,0.07340278864362401,0.9219271293357558,57.5,4276.834775924683
*EPLEX,633_fri_c0_500_25,0.26185647325527295,0.06632019481307935,0.9282650014403666,61.0,4313.013301491737
*EPLEX,634_fri_c2_100_10,0.5686088754979338,0.28014074798227606,0.6611478868451212,58.0,1712.8041353225708
*EPLEX,635_fri_c0_250_10,0.286029330482255,0.07863813208456957,0.9048931339102768,55.0,2618.8787655830383
*EPLEX,637_fri_c1_500_50,0.3404263964151576,0.10965241052511343,0.8680936486006943,58.0,4371.178923368454
*EPLEX,641_fri_c1_500_10,0.2749521171142642,0.0728774058298185,0.9258514905458746,61.0,4369.358991861343
*EPLEX,643_fri_c2_500_25,0.3468680591607514,0.11361208306208934,0.8827961990175933,55.5,4302.384031891823
*EPLEX,644_fri_c4_250_25,0.34565557388615575,0.11286230492444169,0.8577409256327077,58.0,2734.128332734108
*EPLEX,645_fri_c3_500_50,0.35276955788655734,0.11729079094292177,0.8777362120527326,57.0,4389.92202603817
*EPLEX,646_fri_c3_500_10,0.3088033441371864,0.09108262477317115,0.9002315093132912,56.5,4218.5574551820755
*EPLEX,647_fri_c1_250_10,0.35837729195142926,0.12083108198339162,0.8750338807545162,59.0,2803.788013458252
*EPLEX,648_fri_c1_250_50,0.34894421317250934,0.11490072035731766,0.8865231192922678,59.0,2798.200127840042
*EPLEX,649_fri_c0_500_5,0.2435166091289278,0.05760863256895575,0.9408094421587554,61.0,4150.381415486336
*EPLEX,650_fri_c0_500_50,0.25348162893488385,0.06227308466756867,0.9346989349826942,60.0,4323.135530471802
*EPLEX,651_fri_c0_100_25,0.5571308052379124,0.27032841559901233,0.7172868900577994,43.0,1756.016155719757
*EPLEX,653_fri_c0_250_25,0.36876438046653254,0.1275020247253634,0.8565201398424288,54.5,2607.6271109580994
*EPLEX,654_fri_c0_500_10,0.2729127056044671,0.07183807527484093,0.9183211944808268,58.5,4252.342020273209
*EPLEX,656_fri_c1_100_5,0.5180039819515916,0.23769959644870284,0.7503770470787283,53.0,1714.8863343000412
*EPLEX,657_fri_c2_250_10,0.4083576273639172,0.15422720703579487,0.8392535509354129,61.0,2676.737334728241
*EPLEX,658_fri_c3_250_25,0.39387486158420515,0.14421930364061208,0.8174226366817214,54.5,2680.2656663656235
*EPLEX,659_sleuth_ex1714,1602.4312646775015,14.758554980076427,0.4923322516763125,35.0,1223.559717297554
*EPLEX,663_rabe_266,2.6864466503353435,2.106204644094093,0.997362679019119,60.5,1776.2240678071976
*EPLEX,665_sleuth_case2002,8.472591775892353,4.287507298832649,0.24784201241389076,62.0,1958.1189056634903
*EPLEX,666_rmftsa_ladata,1.7430428163200131,1.3957986171313206,0.6653072847472932,55.5,3933.8400616645813
*EPLEX,678_visualizing_environmental,3.223793931172802,2.432985729595677,0.1301939136228254,56.0,1728.8751388788223
*EPLEX,687_sleuth_ex1605,12.80382287802513,5.105568919933274,0.07984546786521551,47.5,1419.0054732561111
*EPLEX,690_visualizing_galaxy,18.093515760220544,5.79415719986014,0.9618474666462975,53.0,3049.8851178884506
*EPLEX,695_chatfield_4,16.467670384375815,5.606478925000631,0.831500908224718,39.0,2295.2915724515915
*EPLEX,706_sleuth_case1202,60.15430858860176,8.194102457485732,0.5378814602170231,52.0,1686.0300216674805
*EPLEX,712_chscase_geyser1,6.546586489565,3.7809524604979425,0.7504697339095399,45.0,2407.642634868622
*EPLEX,banana,0.6864364431920814,0.3860749892873563,0.5265252991144986,59.0,39330.07803952694
*EPLEX,titanic,0.806444773111666,0.5009893086927272,0.24241404047834897,51.0,15916.16065454483
*FEAT,1027_ESL,0.5247140799576313,0.24320094278722748,0.8654816270788117,40.0,3203.1722960472107
*FEAT,1028_SWD,0.6443903965345438,0.3472984095170851,0.3054895217201383,31.5,4108.255071520805
*FEAT,1029_LEV,0.634303346717139,0.3381427945024511,0.5538775040035271,23.5,3382.0875852108
*FEAT,1030_ERA,1.555468852482941,1.2294894727167291,0.36541261490821647,15.5,3305.739296555519
*FEAT,1089_USCrime,23.32167488400749,6.300603244782479,0.6750434442612605,69.5,3978.1178485155106
*FEAT,1096_FacultySalaries,2.3142776537443215,1.8493805352552464,0.6542519673021578,21.0,3186.771919488907
*FEAT,1191_BNG_pbc,920.9616435819141,13.650837956802151,0.3033790136414861,39.5,9305.539798498154
*FEAT,1193_BNG_lowbwt,473.15062512149075,12.31883203512652,0.5704467848109773,25.0,5346.984451532364
*FEAT,1196_BNG_pharynx,316.5792794616981,11.51515737425154,0.42447183688535794,25.0,6128.156663298607
*FEAT,1199_BNG_echoMonths,11.943487268638368,4.967358122372186,0.4366876073467214,16.0,4823.774773716927
*FEAT,1201_BNG_breastTumor,10.203346174469216,4.654990991778754,0.027633761190198225,9.0,3869.408525466919
*FEAT,1203_BNG_pwLinear,3.048964041680632,2.331773120435409,0.5323393823562192,34.0,5700.56586098671
*FEAT,1595_poker,0.7740181452974343,0.4694435281994757,-0.00014542909774029056,6.0,4165.19228553772
*FEAT,192_vineyard,2.8450772125169395,2.2076659147088105,0.44859505803037647,22.0,2295.0284481048584
*FEAT,195_auto_price,2397.820747734271,15.564631338041112,0.8183457808264845,106.5,7256.933407306671
*FEAT,197_cpu_act,3.2702507467167825,2.459122061631074,0.968905995063509,68.0,7179.8747391700745
*FEAT,201_pol,22.10118421367467,6.193307530812834,0.7240777294360443,130.0,10392.299667358398
*FEAT,207_autoPrice,2397.820747734271,15.564631338041112,0.8183457808264845,100.5,7409.699854135513
*FEAT,210_cloud,0.43910180164876195,0.17631219688113306,0.7368352068468812,28.5,2430.517054438591
*FEAT,215_2dplanes,1.0805419357191974,0.7736071280296768,0.939823719799509,86.0,10621.396548390388
*FEAT,218_house_8L,38731.716642705826,21.128828190386667,0.4813940502800744,30.0,5720.0358073711395
*FEAT,225_puma8NH,3.2670407395586523,2.4573260437716344,0.6618929162996614,46.5,8703.786126255989
*FEAT,227_cpu_small,4.054014556335874,2.8584816315443025,0.9473457458116872,39.5,6234.692876935005
*FEAT,228_elusage,10.735635009934333,4.755776240187688,0.7341841721513559,25.5,4657.727209806442
*FEAT,229_pwLinear,1.6113507694665539,1.279947609919535,0.8676678347726725,60.0,4855.308722257614
*FEAT,230_machine_cpu,90.04592182220885,9.000762888635712,0.7475830760829631,49.0,4661.63976085186
*FEAT,294_satellite_image,1.038042565547241,0.7311808278368772,0.7817517107333847,103.5,7685.271157026291
*FEAT,344_mv,0.4239707474251628,0.1653035642725025,0.9983485683142581,124.5,12510.978425502777
*FEAT,4544_GeographicalOriginalofMusic,0.46256313162462087,0.19389157420544187,0.7739247153715562,57.5,4673.695924282074
*FEAT,485_analcatdata_vehicle,206.01428292924473,10.655914563340836,0.5038322640752879,149.0,4519.970644831657
