dataset,algorithm,trial,best_params,train_mse,train_mae,test_mse,test_mae,runtime
1030_ERA,rf,7.0,"[('max_features', None), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 100)]",2.3497745257,1.2228198895,2.19276557974,1.19693828762,61.899420976638794
1030_ERA,rf,8.0,"[('max_features', 'log2'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 100)]",2.24520592981,1.20353745882,2.55683856712,1.27668043293,61.95044755935669
1030_ERA,rf,9.0,"[('max_features', 'log2'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 100)]",2.28173763315,1.19728442471,2.45505754339,1.2498149124,62.31643295288086
1030_ERA,sgd-regression,0.0,"[('alpha', 1e-06), ('penalty', 'l1')]",2.3733247692,1.22125456643,2.6460349702,1.32743453985,0.12595081329345706
1030_ERA,sgd-regression,1.0,"[('alpha', 1e-06), ('penalty', 'l2')]",2.44667234039,1.24598320786,2.43068712712,1.24879214006,0.12582015991210938
1030_ERA,sgd-regression,2.0,"[('alpha', 0.0001), ('penalty', 'elasticnet')]",2.5333868704,1.27483075866,2.18466542854,1.16738895415,0.1279585361480713
1030_ERA,sgd-regression,3.0,"[('alpha', 0.01), ('penalty', 'elasticnet')]",2.42384232858,1.24994952096,2.48903255818,1.25777893591,0.12627196311950686
1030_ERA,sgd-regression,4.0,"[('alpha', 0.0001), ('penalty', 'l1')]",2.38970840001,1.23617317879,2.60273611438,1.27071590406,0.12877845764160156
1030_ERA,sgd-regression,5.0,"[('alpha', 0.01), ('penalty', 'elasticnet')]",2.35119923973,1.22307871419,2.74602695423,1.3518340101299997,0.1273207664489746
1030_ERA,sgd-regression,6.0,"[('alpha', 1e-06), ('penalty', 'l2')]",2.41911415086,1.24794154455,2.51396848221,1.23724704449,0.12458443641662598
1030_ERA,sgd-regression,7.0,"[('alpha', 0.0001), ('penalty', 'l1')]",2.35092191608,1.22451936536,2.69910002973,1.31303363824,0.12103557586669922
1030_ERA,sgd-regression,8.0,"[('alpha', 0.0001), ('penalty', 'elasticnet')]",2.3535513332900004,1.22912429831,2.7535303942,1.28334988586,0.12404894828796388
1030_ERA,sgd-regression,9.0,"[('alpha', 1e-06), ('penalty', 'l1')]",2.43048052075,1.24949470724,2.47282260471,1.24758729987,0.1285269260406494
1030_ERA,xgboost,0.0,"[('gamma', 0.4), ('learning_rate', 0.1), ('max_depth', 6), ('n_estimators', 1000), ('subsample', 1)]",2.21866087676,1.2020563694600002,2.63170534075,1.27729270077,239.04809594154358
1030_ERA,xgboost,1.0,"[('gamma', 0.4), ('learning_rate', 0.01), ('max_depth', 6), ('n_estimators', 1000), ('subsample', 1)]",2.25937870726,1.19626057021,2.56577304924,1.31848218441,235.32668375968933
1030_ERA,xgboost,2.0,"[('gamma', 0.4), ('learning_rate', 0.01), ('max_depth', 6), ('n_estimators', 1000), ('subsample', 1)]",2.29571220408,1.21684489441,2.45850316889,1.25209827995,232.1621057987213
1030_ERA,xgboost,3.0,"[('gamma', 0.4), ('learning_rate', 0.01), ('max_depth', 6), ('n_estimators', 500), ('subsample', 1)]",2.23704446873,1.1955754041700002,2.56307053008,1.26170114136,233.30674719810486
1030_ERA,xgboost,4.0,"[('gamma', 0.4), ('learning_rate', 0.01), ('max_depth', 6), ('n_estimators', 500), ('subsample', 1)]",2.22395196387,1.1863720111799998,2.6140117448,1.3327117281,232.5816655158997
1030_ERA,xgboost,5.0,"[('gamma', 0.4), ('learning_rate', 0.05), ('max_depth', 6), ('n_estimators', 500), ('subsample', 1)]",2.30744590236,1.2054962809899998,2.41356962648,1.30960668659,234.847336769104
1030_ERA,xgboost,6.0,"[('gamma', 0.4), ('learning_rate', 0.05), ('max_depth', 6), ('n_estimators', 100), ('subsample', 1)]",2.16427907168,1.18602461529,2.7711972127900006,1.30120008945,233.7956030368805
1030_ERA,xgboost,7.0,"[('gamma', 0.4), ('learning_rate', 0.2), ('max_depth', 6), ('n_estimators', 50), ('subsample', 1)]",2.20526365703,1.20667497635,2.6811273108,1.27051975441,232.69684720039368
1030_ERA,xgboost,8.0,"[('gamma', 0.4), ('learning_rate', 0.01), ('max_depth', 6), ('n_estimators', 1000), ('subsample', 1)]",2.26074232771,1.19211941592,2.5690240877,1.31771804714,234.8592987060547
1030_ERA,xgboost,9.0,"[('gamma', 0.4), ('learning_rate', 0.1), ('max_depth', 6), ('n_estimators', 50), ('subsample', 1)]",2.32373448287,1.22038780657,2.37369342254,1.24607849789,230.98966860771182
1089_USCrime,adaboost,0.0,"[('learning_rate', 0.1), ('n_estimators', 10)]",54.5736111111,5.05952380952,363.86370627599996,16.2300925926,25.11082553863525
1089_USCrime,adaboost,1.0,"[('learning_rate', 1.0), ('n_estimators', 1000)]",18.891002233800002,3.33499516357,466.390274296,16.8917688793,25.597864151000977
1089_USCrime,adaboost,2.0,"[('learning_rate', 1.0), ('n_estimators', 1000)]",14.9904398549,2.98814677386,499.5368696000001,19.2045012449,25.576125144958496
1089_USCrime,adaboost,3.0,"[('learning_rate', 0.01), ('n_estimators', 100)]",21.218629764,3.4724421330300004,434.95987588599996,15.835334572799999,24.835246801376343
1089_USCrime,adaboost,4.0,"[('learning_rate', 1.0), ('n_estimators', 10)]",29.428348689099998,3.94240568955,368.054629842,13.7975219225,25.04256272315979
1089_USCrime,adaboost,5.0,"[('learning_rate', 0.01), ('n_estimators', 100)]",27.1117566461,3.91740672959,786.7877410110001,22.035046550700002,23.781039714813232
1089_USCrime,adaboost,6.0,"[('learning_rate', 1.0), ('n_estimators', 10)]",38.7312328601,3.91107115107,430.28572231699997,16.6621001684,24.770008087158203
1089_USCrime,adaboost,7.0,"[('learning_rate', 0.1), ('n_estimators', 1000)]",17.9966326172,3.33625128839,181.594039352,9.89583333333,25.88109064102173
1089_USCrime,adaboost,8.0,"[('learning_rate', 1.0), ('n_estimators', 100)]",15.3140175802,3.16181869718,333.081236355,15.758424935599999,24.824340343475342
1089_USCrime,adaboost,9.0,"[('learning_rate', 1.0), ('n_estimators', 100)]",18.0151922775,3.23786608816,582.741812789,21.3892361111,24.53848075866699
1089_USCrime,afp,0.0,"[('g', 1000), ('max_len', 64), ('popsize', 100), ('rt_cross', 0.8), ('rt_mut', 0.2)]",167.833193164,10.7617195246,526.816460158,18.976382836400003,627.5483224391937
1089_USCrime,afp,1.0,"[('g', 1000), ('max_len', 64), ('popsize', 100), ('rt_cross', 0.5), ('rt_mut', 0.5)]",244.019743708,12.5700649531,289.438781702,13.3475658208,622.7073874473573
1089_USCrime,afp,2.0,"[('g', 100), ('max_len', 64), ('popsize', 1000), ('rt_cross', 0.5), ('rt_mut', 0.5)]",358.19812410699996,15.417063235599999,314.698052085,13.5690789319,687.2543015480043
1089_USCrime,afp,3.0,"[('g', 100), ('max_len', 64), ('popsize', 1000), ('rt_cross', 0.5), ('rt_mut', 0.5)]",377.611983371,15.2350338679,237.76484396,14.0527852484,626.2852091789247
1089_USCrime,afp,4.0,"[('g', 100), ('max_len', 64), ('popsize', 1000), ('rt_cross', 0.5), ('rt_mut', 0.5)]",337.17238099900004,14.39311306,355.888682266,16.5051087074,691.0620822906494
1089_USCrime,afp,5.0,"[('g', 1000), ('max_len', 64), ('popsize', 100), ('rt_cross', 0.8), ('rt_mut', 0.2)]",310.888509137,14.6376627947,429.610075462,15.855993973499999,589.1896843910217
1089_USCrime,afp,6.0,"[('g', 100), ('max_len', 64), ('popsize', 1000), ('rt_cross', 0.8), ('rt_mut', 0.2)]",253.702377198,12.4865311772,248.35940465,14.9087174551,673.5437767505647
1089_USCrime,afp,7.0,"[('g', 1000), ('max_len', 64), ('popsize', 100), ('rt_cross', 0.8), ('rt_mut', 0.2)]",326.71167223599997,14.7663736186,254.491499961,13.3718251151,640.2004506587982
1089_USCrime,afp,8.0,"[('g', 100), ('max_len', 64), ('popsize', 1000), ('rt_cross', 0.8), ('rt_mut', 0.2)]",230.097115305,11.054041955299999,259.046067233,13.8283328352,695.6575617790222
1089_USCrime,afp,9.0,"[('g', 100), ('max_len', 64), ('popsize', 1000), ('rt_cross', 0.5), ('rt_mut', 0.5)]",270.378911447,12.2128519004,369.61237834300005,15.1226023649,615.530734539032
1089_USCrime,eplex,0.0,"[('g', 100), ('max_len', 64), ('popsize', 1000), ('rt_cross', 0.2), ('rt_mut', 0.8)]",254.17201594,12.989053729,322.615516427,13.980010518199999,775.8788194656372
1089_USCrime,eplex,1.0,"[('g', 1000), ('max_len', 64), ('popsize', 100), ('rt_cross', 0.2), ('rt_mut', 0.8)]",252.30574611900002,13.1613350124,696.314274338,21.157148750999998,770.0748591423035
1089_USCrime,eplex,2.0,"[('g', 100), ('max_len', 64), ('popsize', 1000), ('rt_cross', 0.8), ('rt_mut', 0.2)]",154.28349898,9.63224271416,406.607656131,16.5297259469,823.7169654369354
1089_USCrime,eplex,3.0,"[('g', 100), ('max_len', 64), ('popsize', 1000), ('rt_cross', 0.5), ('rt_mut', 0.5)]",260.18918546599997,12.940351637200001,299.349815758,13.1618101781,806.8404273986816
1089_USCrime,eplex,4.0,"[('g', 100), ('max_len', 64), ('popsize', 1000), ('rt_cross', 0.5), ('rt_mut', 0.5)]",196.280333154,10.1863183459,599.760286663,17.6934434735,801.8730428218843
1089_USCrime,eplex,5.0,"[('g', 1000), ('max_len', 64), ('popsize', 100), ('rt_cross', 0.2), ('rt_mut', 0.8)]",212.354872279,12.0563341168,342.635844178,14.4603451823,769.2233786582947
1089_USCrime,eplex,6.0,"[('g', 100), ('max_len', 64), ('popsize', 1000), ('rt_cross', 0.8), ('rt_mut', 0.2)]",70.2293859903,5.910054150390001,719.912483933,21.9932419037,823.3015627861023
1089_USCrime,eplex,7.0,"[('g', 100), ('max_len', 64), ('popsize', 1000), ('rt_cross', 0.8), ('rt_mut', 0.2)]",299.891722068,13.551770445799999,178.22587354700002,10.760120698,821.4133715629578
1089_USCrime,eplex,8.0,"[('g', 1000), ('max_len', 64), ('popsize', 100), ('rt_cross', 0.5), ('rt_mut', 0.5)]",623.782653403,18.1079457015,1387.81351097,25.441708899600002,790.5542426109314
1089_USCrime,eplex,9.0,"[('g', 100), ('max_len', 64), ('popsize', 1000), ('rt_cross', 0.8), ('rt_mut', 0.2)]",338.331696701,14.5248871969,550.8733561,18.9328424889,827.5108425617218
1089_USCrime,eplex-1m,0.0,"[('g', 1000), ('max_len', 50), ('popsize', 1000), ('rt_cross', 0.2), ('rt_mut', 0.8)]",220.267431658,12.056146153499999,383.88741435199995,15.2838684945,11538.13366365433
1089_USCrime,eplex-1m,1.0,"[('g', 500), ('max_len', 100), ('popsize', 2000), ('rt_cross', 0.5), ('rt_mut', 0.5)]",265.50399972900004,12.9976795083,258.43773012400004,12.3402125195,12124.50859308243
1089_USCrime,eplex-1m,2.0,"[('g', 500), ('max_len', 50), ('popsize', 2000), ('rt_cross', 0.5), ('rt_mut', 0.5)]",202.236267649,10.2851101265,481.440077484,18.842155523699997,11913.71991610527
1089_USCrime,eplex-1m,3.0,"[('g', 2000), ('max_len', 25), ('popsize', 500), ('rt_cross', 0.2), ('rt_mut', 0.8)]",179.12944203400002,10.137583693,283.772134953,13.190978171300001,11463.092032194138
1089_USCrime,eplex-1m,4.0,"[('g', 2000), ('max_len', 50), ('popsize', 500), ('rt_cross', 0.8), ('rt_mut', 0.2)]",317.467368018,14.1743804926,407.52932514300005,17.495513800599998,12092.89041376114
1089_USCrime,eplex-1m,5.0,"[('g', 500), ('max_len', 100), ('popsize', 2000), ('rt_cross', 0.2), ('rt_mut', 0.8)]",102.649123942,5.83180910363,722.2642218589999,20.104518864,11947.983094692228
1089_USCrime,eplex-1m,6.0,"[('g', 1000), ('max_len', 50), ('popsize', 1000), ('rt_cross', 0.2), ('rt_mut', 0.8)]",304.81824484099997,14.0274970923,169.941291034,10.4556598582,11519.664637327194
1089_USCrime,eplex-1m,7.0,"[('g', 2000), ('max_len', 100), ('popsize', 500), ('rt_cross', 0.2), ('rt_mut', 0.8)]",176.323572478,9.87932022754,327.4832234,15.523003431400001,11705.01456618309
1089_USCrime,eplex-1m,8.0,"[('g', 1000), ('max_len', 100), ('popsize', 1000), ('rt_cross', 0.2), ('rt_mut', 0.8)]",170.81181348200002,10.7170962213,417.471833927,16.2931520592,11803.642557144165
1089_USCrime,eplex-1m,9.0,"[('g', 1000), ('max_len', 50), ('popsize', 1000), ('rt_cross', 0.8), ('rt_mut', 0.2)]",139.647895325,8.325015618210001,401.575263584,18.09973521,12065.342010259628
1089_USCrime,gradboost,0.0,"[('max_features', 'sqrt'), ('min_weight_fraction_leaf', 0.25), ('n_estimators', 1000)]",0.0292031461975,0.127821804924,91.26323125450001,6.73354618464,8.164917469024656
1089_USCrime,gradboost,1.0,"[('max_features', 'log2'), ('min_weight_fraction_leaf', 0.25), ('n_estimators', 100)]",28.874726456399998,4.07087517672,322.76548813700003,14.3810607649,8.116104364395143
1089_USCrime,gradboost,2.0,"[('max_features', 'sqrt'), ('min_weight_fraction_leaf', 0.25), ('n_estimators', 1000)]",0.055883147366500005,0.159586571514,774.077994866,26.6617607789,8.166643381118773
1089_USCrime,gradboost,3.0,"[('max_features', 'log2'), ('min_weight_fraction_leaf', 0.25), ('n_estimators', 1000)]",0.0215773047293,0.099956063558,243.05716498400002,11.8761770249,8.36448335647583
1089_USCrime,gradboost,4.0,"[('max_features', 'sqrt'), ('min_weight_fraction_leaf', 0.25), ('n_estimators', 1000)]",0.0211857525697,0.10260794477,645.541761383,22.6325367898,8.336755037307741
1089_USCrime,gradboost,5.0,"[('max_features', None), ('min_weight_fraction_leaf', 0.25), ('n_estimators', 100)]",22.3254667599,3.58008955708,461.894593015,17.224672337,8.18514609336853
1089_USCrime,gradboost,6.0,"[('max_features', 'sqrt'), ('min_weight_fraction_leaf', 0.25), ('n_estimators', 1000)]",0.00794940535234,0.0627087911254,250.395561285,11.0731648626,8.785593271255491
1089_USCrime,gradboost,7.0,"[('max_features', None), ('min_weight_fraction_leaf', 0.25), ('n_estimators', 1000)]",0.00159923442847,0.0311167693664,254.14020647,13.0154323502,8.050494194030763
1089_USCrime,gradboost,8.0,"[('max_features', 'sqrt'), ('min_weight_fraction_leaf', 0.25), ('n_estimators', 1000)]",0.0187181316403,0.102495152117,191.865121759,10.4709140129,8.635814905166626
1089_USCrime,gradboost,9.0,"[('max_features', 'log2'), ('min_weight_fraction_leaf', 0.25), ('n_estimators', 1000)]",0.0170130673783,0.0916946950743,259.618175071,14.363179645799999,8.163591623306273
1089_USCrime,gsgp,0.0,"[('g', 500), ('max_len', 6), ('popsize', 200), ('rt_cross', 0.2), ('rt_mut', 0.8)]",1.02097753527,0.791768533132,1276.54105998,28.4312741307,368.0541486740112
1089_USCrime,gsgp,1.0,"[('g', 500), ('max_len', 6), ('popsize', 200), ('rt_cross', 0.2), ('rt_mut', 0.8)]",1.46722217139,0.778187406383,315.602424176,14.440073278599998,370.0948340892792
1089_USCrime,gsgp,2.0,"[('g', 500), ('max_len', 6), ('popsize', 200), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.425096937799,0.508340596312,1073.5040257,25.3386797932,369.6289896965027
1089_USCrime,gsgp,3.0,"[('g', 500), ('max_len', 6), ('popsize', 200), ('rt_cross', 0.2), ('rt_mut', 0.8)]",49.696393928599996,3.54837271084,641.720023534,21.4753400288,369.03072714805603
1089_USCrime,gsgp,4.0,"[('g', 1000), ('max_len', 6), ('popsize', 100), ('rt_cross', 0.2), ('rt_mut', 0.8)]",1.33026979741,0.622039628046,738.367774852,21.8126541669,367.5278015136719
1089_USCrime,gsgp,5.0,"[('g', 1000), ('max_len', 6), ('popsize', 100), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.425003422913,0.475190441307,3022.0879492,37.011014498099996,368.706387758255
1089_USCrime,gsgp,6.0,"[('g', 1000), ('max_len', 6), ('popsize', 100), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.444016333789,0.56407036943,904.6170004439999,26.9857193904,372.4678478240967
1089_USCrime,gsgp,7.0,"[('g', 500), ('max_len', 6), ('popsize', 200), ('rt_cross', 0.2), ('rt_mut', 0.8)]",2.1980658067700003,0.884728139179,967.05525724,27.587280558000003,368.75582122802734
1089_USCrime,gsgp,8.0,"[('g', 500), ('max_len', 6), ('popsize', 200), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.990468968413,0.694872904506,484.104837404,14.124035776,369.4832572937012
1089_USCrime,gsgp,9.0,"[('g', 500), ('max_len', 6), ('popsize', 200), ('rt_cross', 0.2), ('rt_mut', 0.8)]",1.08950190808,0.748077867875,351.08446321800005,13.487076766400001,367.34521460533136
1089_USCrime,kernel-ridge,0.0,"[('alpha', 0.1), ('gamma', 0.01), ('kernel', 'poly')]",79.90362206350001,7.172945615539999,311.815099454,13.5969145428,0.5445222854614258
1089_USCrime,kernel-ridge,1.0,"[('alpha', 0.1), ('gamma', 0.1), ('kernel', 'poly')]",0.610326888618,0.563679048562,759.2385077160001,22.8170953615,0.5047483444213867
1089_USCrime,kernel-ridge,2.0,"[('alpha', 0.1), ('gamma', 0.01), ('kernel', 'poly')]",97.4626769316,7.94990384829,249.128518666,14.3777564026,0.5210950374603271
1089_USCrime,kernel-ridge,3.0,"[('alpha', 1), ('gamma', 0.01), ('kernel', 'linear')]",145.277510301,9.98557765481,145.454912265,9.96697412477,0.5058856010437012
1089_USCrime,kernel-ridge,4.0,"[('alpha', 0.1), ('gamma', 0.01), ('kernel', 'poly')]",95.2124633415,7.78294444702,325.733556427,15.3257554777,0.5153505802154541
1089_USCrime,kernel-ridge,5.0,"[('alpha', 1), ('gamma', 0.01), ('kernel', 'linear')]",109.706619247,8.678908066810001,264.31990412,14.1285785453,0.5043864250183105
1089_USCrime,kernel-ridge,6.0,"[('alpha', 0.1), ('gamma', 0.01), ('kernel', 'rbf')]",142.759370665,9.59072802267,131.824971787,10.226562704400001,0.5060651302337646
1089_USCrime,kernel-ridge,7.0,"[('alpha', 0.1), ('gamma', 0.01), ('kernel', 'rbf')]",111.99201913899999,8.16242981241,363.705146655,16.6001016002,0.5007319450378418
1089_USCrime,kernel-ridge,8.0,"[('alpha', 0.1), ('gamma', 0.01), ('kernel', 'poly')]",122.39811176799999,9.20740238108,112.581542161,8.56896487616,0.5072135925292969
1089_USCrime,kernel-ridge,9.0,"[('alpha', 0.1), ('gamma', 0.01), ('kernel', 'poly')]",87.91352623030001,7.3448146321,250.99117061099997,13.5223873091,0.5029926300048828
1089_USCrime,lasso-lars,0.0,"[('alpha', 0.01)]",163.69861259799998,10.3011144775,330.424827032,13.5167462913,0.16484332084655762
1089_USCrime,lasso-lars,1.0,"[('alpha', 0.01)]",204.38392469400003,11.206636189300001,269.68904399900003,13.777041288900001,0.089569091796875
1089_USCrime,lasso-lars,2.0,"[('alpha', 0.01)]",216.81998433799998,11.9018293944,211.392560405,10.461679206,0.0855708122253418
1089_USCrime,lasso-lars,3.0,"[('alpha', 0.01)]",186.93399454099998,10.903977615,411.295549592,17.7988387446,0.0862894058227539
1089_USCrime,lasso-lars,4.0,"[('alpha', 0.01)]",162.240487994,9.72575468571,446.646175878,16.771788323800006,0.08328056335449219
1089_USCrime,lasso-lars,5.0,"[('alpha', 0.001)]",136.04487459700002,9.46771509943,193.389544455,11.274249552799999,0.08189654350280763
1089_USCrime,lasso-lars,6.0,"[('alpha', 0.001)]",77.3556846287,7.22327052411,430.99890869,17.5937235106,0.08612775802612305
1089_USCrime,lasso-lars,7.0,"[('alpha', 0.001)]",121.71510075799999,9.25399699718,224.133250541,12.1832870612,0.08212137222290039
1089_USCrime,lasso-lars,8.0,"[('alpha', 0.01)]",217.07544852599997,11.346556417,229.748319979,12.850838792000001,0.08218502998352051
1089_USCrime,lasso-lars,9.0,"[('alpha', 0.01)]",210.02927636299998,10.938328031600001,172.500304695,10.8234207517,0.08323979377746582
1089_USCrime,linear-regression,0.0,"[('fit_intercept', True)]",127.914091071,9.282434510989999,260.594465655,14.504468490699999,0.0760796070098877
1089_USCrime,linear-regression,1.0,"[('fit_intercept', True)]",101.487024568,8.60906221401,386.527298603,16.366041518,0.027571439743041992
1089_USCrime,linear-regression,2.0,"[('fit_intercept', True)]",133.344073144,9.85609691274,258.087604486,14.2148530242,0.027048826217651367
1089_USCrime,linear-regression,3.0,"[('fit_intercept', True)]",113.0024753,8.33941695149,329.704358928,14.8414119154,0.02646946907043457
1089_USCrime,linear-regression,4.0,"[('fit_intercept', True)]",111.221912595,8.45343972605,281.741784996,14.111596233199997,0.02693629264831543
1089_USCrime,linear-regression,5.0,"[('fit_intercept', True)]",140.582572909,10.0439314638,233.581884133,12.309848390299999,0.02657651901245117
1089_USCrime,linear-regression,6.0,"[('fit_intercept', True)]",135.151135887,9.754262561910002,310.259449582,15.206768923199999,0.026456594467163086
1089_USCrime,linear-regression,7.0,"[('fit_intercept', True)]",135.832201751,9.977529166760002,248.220177498,12.7326401796,0.0538172721862793
1089_USCrime,linear-regression,8.0,"[('fit_intercept', True)]",143.273705657,10.0037089474,161.457446536,10.6485860847,0.02467799186706543
1089_USCrime,linear-regression,9.0,"[('fit_intercept', True)]",109.057190311,8.10107218175,671.208163055,20.4680363888,0.025785207748413086
1089_USCrime,linear-svr,0.0,"[('C', 0.1), ('loss', 'squared_epsilon_insensitive')]",154.655062182,9.919552903789999,359.370817856,15.3754585311,0.10372209548950197
1089_USCrime,linear-svr,1.0,"[('C', 0.1), ('loss', 'epsilon_insensitive')]",125.763600004,7.5051793730100025,605.582623615,22.063087043200003,0.06761813163757324
1089_USCrime,linear-svr,2.0,"[('C', 0.1), ('loss', 'squared_epsilon_insensitive')]",134.886205612,9.21590803547,342.06281119700003,16.299992136300002,0.06358122825622559
1089_USCrime,linear-svr,3.0,"[('C', 1), ('loss', 'squared_epsilon_insensitive')]",119.358986662,9.417722969480002,300.45020577099996,15.394892167,0.06469273567199707
1089_USCrime,linear-svr,4.0,"[('C', 0.1), ('loss', 'squared_epsilon_insensitive')]",166.139659587,10.957028476500001,154.977971091,11.0180845975,0.06888008117675781
1089_USCrime,linear-svr,5.0,"[('C', 1), ('loss', 'squared_epsilon_insensitive')]",105.885814486,8.84976379505,453.633210743,18.8894900455,0.0620872974395752
1089_USCrime,linear-svr,6.0,"[('C', 0.1), ('loss', 'squared_epsilon_insensitive')]",156.55693819799998,10.89364241,247.44126120299998,12.9952356168,0.06351304054260254
1089_USCrime,linear-svr,7.0,"[('C', 0.1), ('loss', 'epsilon_insensitive')]",154.805847594,8.44825361238,397.230227131,17.4705246467,0.06392526626586914
1089_USCrime,linear-svr,8.0,"[('C', 1), ('loss', 'squared_epsilon_insensitive')]",108.127998297,8.307144450589997,335.526191169,14.983124676300001,0.06705069541931152
1089_USCrime,linear-svr,9.0,"[('C', 0.1), ('loss', 'squared_epsilon_insensitive')]",130.60206149200002,9.83582402362,312.692058619,14.584112751700001,0.06155753135681152
1089_USCrime,mlp,0.0,"[('activation', 'logistic'), ('learning_rate', 'invscaling'), ('solver', 'adam')]",187.028914689,11.222611716900001,337.59151049900004,15.8689729269,9.9427490234375
1089_USCrime,mlp,1.0,"[('activation', 'tanh'), ('learning_rate', 'adaptive'), ('solver', 'adam')]",105.24789181700001,8.973088927280001,260.982778215,14.3800982568,9.578097343444824
1089_USCrime,mlp,2.0,"[('activation', 'tanh'), ('learning_rate', 'constant'), ('solver', 'sgd')]",148.77362675700002,9.41812443767,339.844588819,14.5313681777,9.70585012435913
1089_USCrime,mlp,3.0,"[('activation', 'tanh'), ('learning_rate', 'constant'), ('solver', 'adam')]",95.0791480472,7.54406423829,188.369046402,12.2285923029,9.544493198394775
1089_USCrime,mlp,4.0,"[('activation', 'relu'), ('learning_rate', 'adaptive'), ('solver', 'lbfgs')]",0.007812045337609998,0.0565738589486,286.49831046,13.1580607433,10.221561431884766
1089_USCrime,mlp,5.0,"[('activation', 'tanh'), ('learning_rate', 'adaptive'), ('solver', 'sgd')]",145.130094882,9.771445818430001,298.945193989,15.3959312939,10.144521951675417
1089_USCrime,mlp,6.0,"[('activation', 'relu'), ('learning_rate', 'invscaling'), ('solver', 'adam')]",19.8324805403,3.4284492327,441.821650052,14.972442412000001,9.803147792816162
1089_USCrime,mlp,7.0,"[('activation', 'logistic'), ('learning_rate', 'invscaling'), ('solver', 'adam')]",141.05635468,10.1371206626,384.555046289,17.5259112025,9.392601728439333
1089_USCrime,mlp,8.0,"[('activation', 'relu'), ('learning_rate', 'constant'), ('solver', 'sgd')]",127.042087169,8.268471014260001,689.5488785560001,20.0122253328,9.50978136062622
1089_USCrime,mlp,9.0,"[('activation', 'relu'), ('learning_rate', 'constant'), ('solver', 'sgd')]",100.816516049,7.926860631539999,699.0030636439999,21.805456297,9.345038175582888
1089_USCrime,mrgp,0.0,"[('g', 100), ('max_len', 6), ('popsize', 1000), ('rt_cross', 0.8), ('rt_mut', 0.2)]",0.335371988953,0.44502031647699997,717.0815695030001,24.348485809499998,16666.930955648422
1089_USCrime,mrgp,1.0,"[('g', 1000), ('max_len', 6), ('popsize', 100), ('rt_cross', 0.5), ('rt_mut', 0.5)]",0.122419645548,0.26487537690900004,473.29893449400004,17.9555864706,16983.173883914948
1089_USCrime,mrgp,2.0,"[('g', 100), ('max_len', 6), ('popsize', 1000), ('rt_cross', 0.5), ('rt_mut', 0.5)]",0.21662269915600002,0.373402000828,395.35592437,16.9884986221,17742.216357469562
1089_USCrime,mrgp,3.0,"[('g', 1000), ('max_len', 6), ('popsize', 100), ('rt_cross', 0.5), ('rt_mut', 0.5)]",0.12829671667099998,0.287361929126,459.191127631,17.843131062,16905.39797616005
1089_USCrime,mrgp,4.0,"[('g', 100), ('max_len', 6), ('popsize', 1000), ('rt_cross', 0.5), ('rt_mut', 0.5)]",0.206061086972,0.357941879991,1365.49258523,22.9275650378,16167.54858493805
1089_USCrime,mrgp,5.0,"[('g', 1000), ('max_len', 6), ('popsize', 100), ('rt_cross', 0.5), ('rt_mut', 0.5)]",0.231195955338,0.287503130018,675.754012832,21.8785198766,15944.424724102018
1089_USCrime,mrgp,6.0,"[('g', 1000), ('max_len', 6), ('popsize', 100), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.153469900347,0.29247551623,998.747479223,25.0510558754,14867.170905590056
1089_USCrime,mrgp,7.0,"[('g', 1000), ('max_len', 6), ('popsize', 100), ('rt_cross', 0.5), ('rt_mut', 0.5)]",0.324540667222,0.411995270519,1765.68586339,29.2991224273,17199.058289527893
1089_USCrime,mrgp,8.0,"[('g', 1000), ('max_len', 6), ('popsize', 100), ('rt_cross', 0.8), ('rt_mut', 0.2)]",0.161322240896,0.307907994432,702.28097702,21.0913225611,17627.27371072769
1089_USCrime,mrgp,9.0,"[('g', 100), ('max_len', 6), ('popsize', 1000), ('rt_cross', 0.2), ('rt_mut', 0.8)]",0.106478981987,0.243724113303,2730.85261979,42.7817356638,16761.14009809494
1089_USCrime,rf,0.0,"[('max_features', 'log2'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 1000)]",47.007657942899996,5.29594285714,444.6252435,17.926166666700002,55.60996270179749
1089_USCrime,rf,1.0,"[('max_features', 'sqrt'), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 10)]",106.973714286,8.02285714286,249.4725,13.425,54.4036979675293
1089_USCrime,rf,2.0,"[('max_features', None), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 100)]",45.5475228571,4.92828571429,716.955058333,21.2991666667,55.453457355499275
1089_USCrime,rf,3.0,"[('max_features', None), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 100)]",39.6249971429,5.23971428571,394.49099166699995,16.0341666667,55.210551261901855
1089_USCrime,rf,4.0,"[('max_features', None), ('min_weight_fraction_leaf', 0.0), ('n_estimators', 1000)]",54.6535970571,5.81488571429,320.21711625,13.90025,55.569504737854004
