S,E,I,R,rzero,gamma,sigma,c,dR
10919604.9846234,1039.95577471653,7178.149239303,73016.9103626193,0.5,0.036,0.142,0,399.116854236699
10998674.3543637,71.226482481686,759.350111620609,1335.06904218098,0.728,0.039,0.341,0,42.1781279129611
11000256.0,260.0,185.0,139.0,2.1,0.039,0.341,0,10.2559353706713
10990761.4096525,281.260306034399,2300.02878466292,7497.30125691089,1.61458333333333,0.016,0.197,0,127.74678903627
10825343.7072086,704.692066221153,13064.720561864,161726.880163372,0.5,0.044,0.423,0,726.029522705164
10927319.4804379,227.656958434855,8538.82933928462,64754.0332642286,0.5,0.025,0.478,0,474.508728468146
5047476.81370306,273766.449981754,428499.759411212,5251096.97690404,2.81,0.072,0.134,0,23805.6783706557
10883351.8033841,2031.48832049362,9506.11555317017,105950.592742222,0.739583333333333,0.0555555555555556,0.192307692307692,0,527.499963834921
10781531.5637066,15212.0289041769,65094.2627512496,139002.144637974,2.6,0.029,0.277,0,3563.80410051614
10963071.6008319,679.538340234744,8032.52958469572,29056.3312430614,1.65625,0.025,0.478,0,446.578476977371
10993364.8529462,136.318964521229,1855.91275683069,5482.91533251212,0.947916666666667,0.016,0.197,0,103.127780713635
10095579.6161397,10227.919548172,40230.8672201181,854801.597091974,0.53125,0.083,0.204,0,2234.16488464231
10991030.4969114,1760.44682873569,3985.5039313103,4063.55232858834,2.012,0.036,0.142,0,221.577410613914
10862046.5224882,2393.10968966274,38286.5270212183,98113.8408008777,0.74,0.029,0.277,0,2141.72654192879
10978861.4384855,180.207665611851,3921.34747310063,17877.0063756788,0.895833333333333,0.025,0.478,0,217.490772128188
10993901.4193486,112.036092294929,1984.86728873242,4841.67727047329,0.729166666666667,0.016,0.197,0,110.18870271765
10991870.1983495,1646.29556189767,3673.40026668231,3650.10582190892,2.054,0.036,0.142,0,204.064901810899
10415915.5049814,34814.4447635404,76228.8516584526,473881.198596549,1.20833333333333,0.083,0.204,0,4234.07002723643
10994204.3324283,98.4094187681038,2158.16606495046,4379.09208800623,0.583333333333333,0.016,0.197,0,119.969076145607
10975402.568745,714.77441229409,2726.65260879644,21996.0042339504,1.10416666666667,0.036,0.142,0,151.450394784074
10996548.9517023,4.67324448689145,59.0647433857673,4227.31030984125,0.683333333333333,0.039,0.341,0,3.28266531812772
10611163.3005394,36979.180408807,149396.313405466,203301.205646321,2.82,0.029,0.277,0,8278.00038582715
10953276.5703672,797.657711515502,11188.4042373302,35577.3676838356,1.375,0.025,0.478,0,621.594496649093
10901690.3107461,6639.7202891948,44804.5752210003,47705.3937437749,1.4,0.029,0.277,0,2530.89468596062
10999097.4883146,103.00401492989,755.705938856014,883.801731632847,1.148,0.039,0.341,0,42.0030873834231
10996702.1504613,891.840902367228,1797.47995986677,1448.52867650844,2.376,0.036,0.142,0,99.9848616898827
10997218.7645686,50.9318912720844,591.720812705681,2978.58272743092,0.65,0.039,0.341,0,32.8863852743781
9546159.35996944,193692.008345629,696201.18534407,564787.446340879,3.63,0.029,0.277,0,38772.3729399966
10941362.2558073,728.775368155815,13225.3356042381,45523.6332202121,1.04166666666667,0.025,0.478,0,734.726135980378
3710429.73003727,360691.070919992,3248295.28586619,3681423.91317654,2.8,0.029,0.277,0,180498.049666331
10981552.1726633,140.284934028648,5091.45327232254,14056.0891302482,0.53125,0.025,0.478,0,282.974188594244
10420530.8747927,28385.8390934693,83703.81789784,468219.468215779,1.19791666666667,0.069,0.229,0,4649.13140758548
10996568.3464724,4.96920514652778,69.2644557761301,4197.41986669284,0.616666666666667,0.039,0.341,0,3.84036341622547
10955401.8180221,2696.11439831456,7592.04009426669,35150.027485377,1.5,0.036,0.142,0,422.057313991714
10997267.5008365,57.8877060052192,606.157558750412,2908.45389877825,0.74,0.039,0.341,0,33.6810514149415
4926530.08501433,282823.143288572,445947.223329631,5345539.54836753,2.84,0.072,0.134,0,24801.4366744559
1037609.70187603,38357.1814815554,1237171.2371663,8687701.87947612,2.8,0.029,0.277,0,68677.0626518707
10950315.1187581,2954.42938400525,8862.36629733076,38708.0855605682,1.375,0.036,0.142,0,492.192397191224
10950063.4744538,765.010056233254,5176.61233142017,44834.9031584884,1.51041666666667,0.044,0.423,0,286.639026927213
10061878.3311321,2015.00623625344,8879.07607412873,928067.586557516,0.5,0.083,0.204,0,491.374270804497
10955718.1970211,16154.7029193975,14822.9015208894,14144.1985385955,3.125,0.072,0.134,0,803.836407615243
10947445.3151876,9386.91713076003,19770.7407409005,24237.0269407446,1.914,0.0555555555555556,0.192307692307692,0,1097.21390762008
1643335.56175584,84614.1197469194,273796.190725697,8999094.12777158,2.8,0.072,0.134,0,15207.9137116563
10099967.7062078,2013.73145988007,12512.5363087185,886346.026023409,0.5,0.069,0.229,0,694.59725811456
10990617.873547,956.009459006792,4756.54471970349,4509.57227431504,2.096,0.044,0.423,0,264.308885265678
1465047.9977704,18440.1162798039,67065.9648814142,9450285.92106846,2.8,0.072,0.134,0,3753.16399091304
10065951.0051826,2909.76666603348,12815.3013903629,919163.926760989,0.5,0.083,0.204,0,711.681615806949
10996530.4406957,4.48388068721038,51.8997548032593,4253.17566881375,0.75,0.039,0.341,0,2.90471106684894
8134272.66085918,366725.556056668,1452655.03305034,1047186.75003383,3.60666666666667,0.029,0.277,0,80766.9493806408
10996373.5690336,308.908451703986,2622.38213103907,1535.14038358382,2.376,0.025,0.478,0,145.749282846773
10965645.7936753,1721.87995774022,4624.77473328587,28847.5516336413,1.69791666666667,0.036,0.142,0,256.759441980053
10801835.0656155,2481.31196827188,10933.4389832168,185590.183432939,0.75,0.069,0.229,0,609.892573066197
3151414.56685954,357126.705864952,623126.54150712,6869172.18576842,3.68,0.072,0.134,0,34631.1325251896
10993498.2776888,2612.5157005239,2373.64020952903,2355.56640108802,3.225,0.072,0.134,0,135.104748555246
10996423.7310681,644.540081013461,2288.05719486907,1483.6716559862,3.1375,0.029,0.277,0,152.254742078589
10941006.5927383,3112.07300974072,10602.2265964117,46119.1076555669,1.15625,0.036,0.142,0,589.150140662769
10995325.9619229,1125.43769646065,2345.99128357145,2042.60909704379,2.264,0.036,0.142,0,130.168922611874
10996268.1023372,2.40145383404142,48.2683265541906,4521.22788240123,0.4,0.039,0.341,0,2.70898506206851
10993157.2162304,1462.31833197724,3187.16349863469,3033.30193901246,2.124,0.036,0.142,0,176.86214821471
10595131.1408485,25001.7208457214,47102.4656747489,333604.67263091,1.48958333333333,0.083,0.204,0,2618.7590874676
10119020.8172067,15837.8382569065,54320.9632889603,811660.381247413,0.645833333333333,0.083,0.204,0,3019.36925654158
10163395.2711346,23259.9363337349,69721.1605562543,744463.631975424,0.78125,0.083,0.204,0,3872.59651599807
3800941.50427728,371603.969239464,3240972.81971977,3587321.70676347,2.835,0.029,0.277,0,179953.227091239
10994933.7456497,1189.04489295197,2500.17997447136,2217.02948283572,2.236,0.036,0.142,0,138.668705954575
4547087.10122789,306351.439341846,496333.019367039,5651068.44006326,2.93,0.072,0.134,0,27576.2333535264
10975905.872149,1406.28561638239,10556.5273069738,12971.3149276449,1.19285714285714,0.044,0.423,0,586.797749678486
2725133.83956796,253048.598792641,3128665.43963073,4893992.12200866,2.8,0.029,0.277,0,173930.230182365
10175002.9544721,241356.07070698,265153.909167057,319327.065653886,2.42,0.072,0.134,0,14752.1447255588
10854868.6407496,3298.32266165141,9298.3976033507,133374.638985297,1.36458333333333,0.0555555555555556,0.192307692307692,0,517.173150820725
10996784.6186333,1422.20224683215,1305.77826058077,1327.40085930028,3.165,0.072,0.134,0,74.9003505849605
6180972.00535759,144769.750265191,269181.604909334,4405916.63946793,2.18,0.072,0.134,0,14950.5125798496
10824274.8864272,6251.10556116995,25729.0557914944,144584.952220089,0.5,0.083,0.204,0,1426.73257459478
10959144.4849134,4606.95626477644,21226.7430628417,15861.8157590852,2.26,0.029,0.277,0,1141.4255569399
2835412.22127466,343239.340785657,635126.324649022,7187062.1132907,3.63333333333333,0.072,0.134,0,35279.5654296249
10976656.2371422,5076.58787803382,9269.15967660571,9838.01530316309,2.236,0.069,0.229,0,513.00541580416
10811737.3704877,2894.61831487962,15987.8992031107,170220.111994166,0.572916666666667,0.069,0.229,0,886.222249312361
10929876.0540747,1926.594115358,11974.517584218,57062.8342257588,1.625,0.044,0.423,0,665.299455311219
2591751.33139202,319807.59043879,628661.420915727,7460619.65725351,3.59333333333333,0.072,0.134,0,34907.9725184334
10992060.7804251,2052.33993847757,3509.53493852205,3217.34469789854,2.46,0.069,0.229,0,192.429002224087
4300279.44553669,423628.083513994,3154291.72460755,3122640.74634176,3.01,0.029,0.277,0,175265.974480766
10826835.4944444,789.082008409877,14520.2775234957,158695.146023812,0.5,0.044,0.423,0,806.961635759361
10999741.4901882,112.742722422337,434.93639544297,550.830693985379,2.8,0.044,0.423,0,24.4497652872757
10867074.4956662,2374.11244518849,42650.1226727547,88741.2692158667,0.5,0.029,0.277,0,2518.29589322105
10782268.5404088,2619.63607587168,6276.47939650693,209675.344118771,1.09375,0.083,0.204,0,347.898762388079
10998719.4116907,76.5858460899171,768.540247482011,1275.46221578577,0.784,0.039,0.341,0,42.7100462340453
10968395.8950614,1375.01252438731,3901.29794166457,27167.7944724992,1.58333333333333,0.036,0.142,0,216.886193394
10949438.1407672,802.40648556254,12105.9779214917,38493.4748256599,1.27083333333333,0.025,0.478,0,672.710022341477
7017518.27856882,407939.611703641,858593.480542293,2716788.62918527,1.1,0.072,0.134,0,47673.4621577694
10949821.2376427,803.015065643705,12023.9008313199,38191.8464603138,1.28125,0.025,0.478,0,667.884412936118
10323038.4588556,34684.6931503113,82780.5064469548,560336.341547132,1.07291666666667,0.083,0.204,0,4598.21597369156
10997759.0118859,69.4912563157422,604.020351946003,2407.47650584284,1.028,0.039,0.341,0,33.5671232798778
10982444.3951278,166.587770628003,3469.36051219622,14759.6565893499,0.520833333333333,0.016,0.197,0,192.799937679449
10995781.6156593,1783.67142450875,1631.44055769194,1643.27235849913,3.1875,0.072,0.134,0,98.2586164801404
10935888.9971296,3000.41850260329,11123.6929155718,50826.8914521763,1.03125,0.036,0.142,0,618.089375476372
10979534.301697,4422.18251265385,8426.23517337616,8457.28061691595,2.208,0.0555555555555556,0.192307692307692,0,466.075870887208
10720966.5322197,8494.42502457431,19976.3251189272,251402.717636734,1.65625,0.069,0.229,0,1108.49930951544
10894637.9240952,6437.13554902801,46745.3056769626,53019.6346788509,1.28,0.029,0.277,0,2678.70128474789
10983611.1932984,280.096922724362,3920.61005882564,13028.09972008,0.822916666666667,0.016,0.197,0,217.761733245949
2854781.06106998,267600.079379601,3167071.29814135,4711387.56140904,2.8,0.029,0.277,0,175898.166025164
10982473.6418504,170.548799941988,3491.84294882747,14703.9664008532,0.53125,0.016,0.197,0,193.985281566617
3290935.58138673,314259.638173219,3242851.35677812,4152793.42366191,2.8,0.029,0.277,0,180241.254589502
10976431.8163082,658.042941768057,2734.67627142047,21015.46447863,1.0,0.036,0.142,0,151.846388348756
10493087.0059154,3559.84728639829,22396.7215635827,481796.425234492,0.5,0.0555555555555556,0.192307692307692,0,1243.2456865743
10996478.1065411,5.95702570122484,43.3736403345021,4312.56279286309,1.44,0.039,0.341,0,2.41190446155923
5316342.79285048,251251.365884673,387839.876096729,5045405.96516817,2.74,0.072,0.134,0,21528.4047307606
10998848.4805283,88.7587731822869,778.434835710285,1124.325862852,0.924,0.039,0.341,0,43.2480058732689
10979702.7992921,166.556096414691,4093.20595373472,16877.4386576749,0.791666666666667,0.025,0.478,0,227.619377368674
10962715.9651728,7558.11320562969,14303.2432783836,16262.6783431806,2.124,0.069,0.229,0,793.19746541111
10821710.2295472,511.996209441491,9504.89007440092,169112.884168978,0.5,0.044,0.423,0,528.35761013394
10993658.8915138,123.085576162323,1905.56980832808,5152.45310174159,0.833333333333333,0.016,0.197,0,105.820317312163
10994307.1808887,1288.1251938199,2744.58922567081,2500.10469187858,2.194,0.036,0.142,0,152.610051148274
10892619.5053161,19715.9896333482,34159.4747184726,54345.0303320182,1.51428571428571,0.083,0.204,0,1896.90550317507
10953659.2092068,795.884633608975,11085.971744773,35298.9344147047,1.38541666666667,0.025,0.478,0,615.603654390764
10997858.692136,227.440730846602,1825.50912703536,928.358006069249,2.53,0.025,0.478,0,101.306812011241
10973484.3179313,1122.90990914641,10890.1277317187,15342.6444278036,0.833333333333333,0.044,0.423,0,604.500854569057
10961112.7272367,332.061790089947,3367.84950942705,36027.3614637211,0.96875,0.044,0.423,0,187.432861864455
10999810.386623,275.537861653865,363.243975549537,390.831539809846,2.9,0.083,0.204,0,20.0504789791536
10776932.8531692,2905.40314245634,6553.94599357451,214447.797694788,1.1875,0.083,0.204,0,363.979391251689
10990389.0031768,306.576123126238,2420.67246486211,7723.74823526351,1.67708333333333,0.016,0.197,0,134.472775730649
10989517.1412018,1955.05477741393,4537.74153120378,4830.06248962657,1.942,0.036,0.142,0,252.023802763016
10116395.5504539,15288.3386353632,53040.2012574202,816115.909653326,0.635416666666667,0.083,0.204,0,2947.15180475966
10920970.7660137,10100.9533851331,28013.519516965,41754.7610842103,1.12857142857143,0.0555555555555556,0.192307692307692,0,1556.59838569767
10820734.4318069,460.424294767375,8548.27039937177,171096.873499008,0.5,0.044,0.423,0,474.906943247697
10998103.9161566,63.7314246721497,621.380697471971,2050.97172123935,0.908,0.039,0.341,0,34.4866584637361
10922916.4901556,1725.21930307102,9508.85194078932,66689.4386005934,0.604166666666667,0.036,0.142,0,528.01405199799
10233358.8006299,30444.5986986985,80743.6388195203,656292.961851838,0.927083333333333,0.083,0.204,0,4485.38486087724
10993807.097284,116.3721038421,1949.00005061098,4967.53056156706,0.770833333333333,0.016,0.197,0,108.300927393394
6837187.16017644,337257.055583549,808619.381898331,3017776.4023417,0.8,0.072,0.134,0,44909.1487689581
10968357.4723201,387.727578848096,7106.46193492802,24988.3381661256,0.5,0.044,0.423,0,394.310615431739
10997660.5468217,71.6999741708533,605.935421284747,2501.81778285914,1.06,0.039,0.341,0,33.647127055389
10507503.4711198,6275.08244474491,35391.6583113873,451669.788123995,0.520833333333333,0.0555555555555556,0.192307692307692,0,1965.85483095541
10922713.9562023,1685.58602532257,9410.46520510479,67029.9925673041,0.59375,0.036,0.142,0,522.900544735681
10679107.9045466,15806.4327300134,27463.5401837504,278462.122539552,1.67708333333333,0.083,0.204,0,1524.83842482577
10997238.4519996,262.65415013011,2161.76994109761,1177.12390911873,2.46,0.025,0.478,0,120.404927990454
10998674.7096932,309.526208578509,1071.8705830609,783.893515170766,3.285,0.029,0.277,0,70.0091136941355
10950204.8106128,803.380262604098,11939.5100594121,37892.2990651108,1.29166666666667,0.025,0.478,0,663.060280927049
10993308.0583801,138.897864186956,1850.82378240088,5542.21997341853,0.96875,0.016,0.197,0,102.794711749579
10823241.707886,6031.61751509378,24881.5587350831,146685.115863789,0.5,0.083,0.204,0,1382.53200087569
10996818.0658142,19.517478543563,283.727792067914,3718.68891518135,0.58,0.039,0.341,0,15.7867964168815
9355047.29530931,409216.748671793,507190.712731307,729385.243287607,2.12,0.072,0.134,0,28160.2749858165
10959453.3983545,368.363492502123,3367.67796931436,37650.5601836676,1.08333333333333,0.044,0.423,0,186.879351072978
10159278.3474824,22689.9158100471,68664.8858914211,750206.850816115,0.770833333333333,0.083,0.204,0,3814.87235753341
10957179.9737537,8005.05957989455,16437.5357351604,19217.4309312396,1.984,0.0555555555555556,0.192307692307692,0,913.288030516227
10903136.7432317,16218.8755960376,34554.9555738098,46929.4255984024,1.70714285714286,0.069,0.229,0,1919.05645217784
10973094.3644921,885.792359862835,2942.70071830742,23917.142429689,1.30208333333333,0.036,0.142,0,163.548295305172
10996931.6464761,23.9552897638462,367.412466568326,3516.98576762093,0.548,0.039,0.341,0,20.4136547898502
10928210.654062,251.699932324649,9417.87870431575,62959.767301271,0.5,0.025,0.478,0,523.214528082679
10997184.9704567,535.310832647452,1876.90630704497,1242.81240366548,3.1875,0.029,0.277,0,147.018045796626
10996430.9688394,12.6351184535048,58.8324487915726,4337.56359336322,2.16,0.039,0.341,0,3.27567427549357
10757352.0089522,4444.69246572368,11731.7585044737,227311.540077511,1.41666666666667,0.069,0.229,0,652.815676510758
10867573.8711702,2727.5735748434,25067.6736442893,105470.881610759,1.04166666666667,0.044,0.423,0,1392.33266526919
10996298.4871947,5.2361225772898,83.2387345159949,4453.03794814551,0.486666666666667,0.039,0.341,0,4.60383899432818
10379744.785651,35220.06634793,79620.7615122091,506254.386488809,1.15625,0.083,0.204,0,4425.65412861387
10748963.9071992,19267.4099510129,80957.6322725321,151651.050577277,2.66,0.029,0.277,0,4505.85598917359
10982735.6076834,202.514629870143,3655.66566699045,14246.2120197872,0.614583333333333,0.016,0.197,0,203.053191943368
10907167.7545294,15862.5855388523,33218.4791189754,44591.1808127391,1.77142857142857,0.069,0.229,0,1843.41416350196
10922205.0683284,16223.9239606306,25364.0707397971,37046.9369711354,1.914,0.083,0.204,0,1409.21386151655
10998718.2897571,216.259672845134,1143.16825678885,762.282313232354,2.516,0.016,0.197,0,63.4730233554998
10992638.6924901,1930.32007231774,3288.08791928524,2982.89951825236,2.474,0.069,0.229,0,183.911759802613
10981546.3585634,110.802401131474,2626.33006339106,16556.5089721717,0.5,0.016,0.197,0,145.940597858715
10694233.3659354,12025.7249011145,27114.5989226129,267466.310240766,1.73958333333333,0.069,0.229,0,1505.69499171767
5087067.88906539,270651.880253813,422665.209035242,5220455.02164561,2.8,0.072,0.134,0,23499.6271623722
10803669.9876993,2833.54318817723,10109.9307489264,184226.538363524,0.65625,0.083,0.204,0,563.132822101681
10996844.3635966,20.5115315861403,302.111791105535,3673.01308076374,0.572,0.039,0.341,0,16.8237503279879
10502194.7040804,5079.50079987983,30857.9132921343,462707.881827486,0.5,0.0555555555555556,0.192307692307692,0,1714.26704023078
10920552.360035,1201.7659447903,7977.72743892512,71108.1465813524,0.5,0.036,0.142,0,443.579459330838
10947533.8846107,795.70507441926,12479.6783875064,40030.7319273395,1.21875,0.025,0.478,0,693.123470385085
10677334.2640632,14011.3909220708,31871.0113859813,277623.333628654,1.6875,0.069,0.229,0,1773.60573333551
11000297.5083898,90.0323599566816,177.045240087016,275.414010203248,3.03,0.029,0.277,0,11.6081752571153
10999142.9656788,186.780883953809,912.10763674023,598.145800475804,2.68,0.016,0.197,0,50.6284410441702
10979783.3495524,165.324482733952,4116.50626995516,16774.8196948834,0.78125,0.025,0.478,0,228.846134434721
10998253.5405205,276.871193190559,1189.46474857035,1120.12353773907,2.502,0.044,0.423,0,65.9271227708421
10979671.9908492,571.770022433971,3650.10138352418,16946.1377448783,0.614583333333333,0.036,0.142,0,202.782670295863
10999306.6854171,402.582785281133,714.308584759219,416.423212846659,2.76,0.036,0.142,0,39.4375947199746
10985401.0962684,490.042186330292,7586.16401728758,7362.69752796766,1.12857142857143,0.025,0.478,0,421.315475139937
10984783.1631037,343.836117085748,3950.7829644105,11762.2178148164,1.03125,0.016,0.197,0,219.455372163108
10996278.8620571,3.38420431112629,62.2997947461722,4495.4539437799,0.436666666666667,0.039,0.341,0,3.46056711041373
10968675.8520847,404.342193148956,7410.10356450086,24349.702157622,0.5,0.044,0.423,0,411.824886645603
10825835.0192027,4810.64656192362,28041.6522020131,142152.682033291,0.5,0.069,0.229,0,1560.0019739062
10964151.3693146,1923.9463758916,5047.62635547646,29717.0579540389,1.75,0.036,0.142,0,280.345349391972
10996300.0856903,5.460291077476,84.6907596900149,4449.76325888467,0.49,0.039,0.341,0,4.70103022344354
10985048.0783318,353.895041805146,3927.9792668045,11510.0473596656,1.07291666666667,0.016,0.197,0,218.198444996408
10967357.2741126,542.440995487162,6399.26818753825,26541.0167042911,1.69791666666667,0.025,0.478,0,355.576772000743
10998941.9792365,162.935822348353,1221.79798381793,513.286957306428,2.72,0.025,0.478,0,67.8713555391515
10996613.577323,5.96874914388175,106.481301665251,4113.97262616378,0.477777777777778,0.039,0.341,0,5.91529512675714
10985391.1905792,364.960887403292,3886.47412791737,11197.374405521,1.125,0.016,0.197,0,215.896828652002
10953370.9975105,595.378252218825,4322.36613457466,42551.2581026387,1.39583333333333,0.044,0.423,0,240.11405580091
10858123.9949043,18245.6446799389,41397.8602951156,83072.5001205591,0.916666666666667,0.083,0.204,0,2299.75188503554
10944238.0719097,1115.96578779463,6962.21300533916,48523.749297149,1.65625,0.044,0.423,0,387.414774441532
10996288.3554607,4.2100748714266,73.069118680122,4474.36534574839,0.463333333333333,0.039,0.341,0,4.06788453254987
10532346.5440803,10733.2073204522,48037.6242050109,409722.624394099,0.708333333333333,0.0555555555555556,0.192307692307692,0,2668.43860119039
10733053.3602578,7023.204098818,16984.6741389279,243778.761504349,1.59375,0.069,0.229,0,945.11064401812
10917690.773295,779.891648905195,5495.18287429901,76874.1521818623,0.5,0.036,0.142,0,305.417620914821
1529818.30347303,42493.7343616889,148208.820424507,9280319.14174083,2.8,0.072,0.134,0,8228.29675289125
10994058.129025,104.74090416504,2061.89712331831,4615.23294756434,0.65625,0.016,0.197,0,114.503472523759
6201607.95892354,487808.072056009,2424171.6133294,1887252.35569104,3.50666666666667,0.029,0.277,0,134757.08591648
10784237.2871242,2617.40992642262,8571.92312808135,205413.379821135,1.07291666666667,0.069,0.229,0,477.997354649083
10930079.181254,353.829814101308,11029.8475970206,59377.1413347689,0.583333333333333,0.025,0.478,0,612.638522892957
10850241.7346749,51502.3762638821,49453.1450306122,49642.7440306111,2.9125,0.072,0.134,0,2761.66680552173
8280792.62326895,523288.219669903,771836.045527797,1424923.11153335,1.73,0.072,0.134,0,42877.0460353282
10995131.9828146,270.914461588686,2797.34730047793,2639.75542335364,0.916666666666667,0.016,0.197,0,155.458836970923
10996252.4188091,1.26548056674757,25.8626779947834,4560.45303227911,0.4,0.039,0.341,0,1.44643271515233
10981567.4132125,111.660202526399,2646.60085310375,16514.3257319676,0.5,0.016,0.197,0,147.019258328179
10982996.7143392,174.123691855818,6494.96307948503,11174.1988894013,0.5,0.025,0.478,0,360.727343953427
10834414.1167308,1420.84424874198,20029.3353022526,144975.703718244,0.645833333333333,0.044,0.423,0,1113.97725694871
10116084.5773081,4662.32765584952,28827.935514212,851265.159521616,0.5,0.069,0.229,0,1603.32741634169
10997354.4681491,510.656537863555,1785.15269153172,1189.72262149575,3.2,0.029,0.277,0,111.956520587085
10490298.3467628,3134.70031277011,19762.5498125031,487644.403111882,0.5,0.0555555555555556,0.192307692307692,0,1097.82127763229
2328275.08722345,205932.138124548,2954276.14880099,5512356.625851,2.8,0.029,0.277,0,164078.309117098
10981416.1285569,141.633340020066,4974.52919448655,14307.7089085521,0.552083333333333,0.025,0.478,0,276.142216030025
4372569.64563029,314423.986439918,516842.708469772,5797003.65946006,2.97,0.072,0.134,0,28699.6352438503
10888033.1179108,2136.79843681621,11729.2745522681,98940.8091000785,0.614583333333333,0.0555555555555556,0.192307692307692,0,652.918339875707
10506545.518559,6048.16212899262,34631.4386612111,453614.880650686,0.510416666666667,0.0555555555555556,0.192307692307692,0,1923.74293633924
1627418.91451686,78662.0127645678,257426.089251207,9037332.98346741,2.8,0.072,0.134,0,14306.3650140992
10756492.0859924,13644.0933477748,34700.9876894686,196002.832970282,1.5,0.0555555555555556,0.192307692307692,0,1926.96373173412
10167632.0018611,23826.0497908382,70747.995656986,738633.952691068,0.791666666666667,0.083,0.204,0,3932.38771445166
10573480.1136386,41923.5161392742,168331.830049353,217104.540172795,2.85,0.029,0.277,0,9298.13912456169
10150549.7316136,11656.6998302115,57607.7040474669,781025.864508577,0.614583333333333,0.069,0.229,0,3200.3553683461
10996757.5750168,17.3159134127471,243.811657810641,3821.29741198696,0.6,0.039,0.341,0,13.5410892765331
10803843.0970854,66442.1241996906,64578.997525375,65975.7811895383,2.8625,0.072,0.134,0,3591.90869094917
10667022.2489492,17413.534508623,52056.4687109027,264347.747831138,1.20833333333333,0.0555555555555556,0.192307692307692,0,2893.05476169029
10998862.7100445,557.596938096813,691.729721350131,727.963296036435,2.74,0.083,0.204,0,37.2279650439148
10971047.7354774,395.752331977115,5143.48811071919,24253.0240798927,1.53125,0.025,0.478,0,285.791114461614
10479216.4476493,27260.2696440804,75805.388846185,418557.893860291,1.29166666666667,0.069,0.229,0,4211.75763868245
10973782.2410746,6408.14210316676,9195.40347205771,11454.213350195,2.18,0.083,0.204,0,512.575480259367
10597659.1832398,21160.7399894554,52445.1351060351,329574.941664583,1.5,0.069,0.229,0,2916.17625435757
10623629.7816953,17217.7594311293,56301.0121197795,303691.446753722,1.07291666666667,0.0555555555555556,0.192307692307692,0,3126.39873171576
10973230.9521217,874.157055101829,2923.33415622211,23811.5566669547,1.29166666666667,0.036,0.142,0,162.498687611855
10996615.5688995,6.02146246302628,108.631497295541,4109.77814070123,0.472222222222222,0.039,0.341,0,6.04918885713585
10996521.3856546,4.42716283573576,49.1936636995488,4264.99351883895,0.783333333333333,0.039,0.341,0,2.73524642312734
10999507.9802677,364.418352756824,623.353853044313,344.247526443179,2.82,0.036,0.142,0,34.6312422611991
10835277.8299599,8939.78010803695,34390.924569103,122231.465362861,0.5,0.083,0.204,0,1911.42614155902
6975631.19215707,395950.764794203,850920.579581953,2778337.4634668,1.04,0.072,0.134,0,47282.1920515725
10996583.7386746,5.26629510986923,79.625821312163,4171.3692089947,0.566666666666667,0.039,0.341,0,4.42673210203272
10991887.5178731,211.326949237785,1993.87562125684,6747.27955650136,1.38541666666667,0.016,0.197,0,110.779621047458
10953572.2600568,9091.70684514837,17531.9188888687,20644.1142091658,2.068,0.069,0.229,0,974.972024352027
10996456.5791024,9.33877605559221,49.0552045996816,4325.02691692029,1.92,0.039,0.341,0,2.74475993871348
10741902.9634657,6581.49383215039,12230.8204012649,240124.722300792,1.5625,0.083,0.204,0,679.308104143459
10738903.3987415,14806.6561422094,38864.8529533133,208265.092162893,1.4375,0.0555555555555556,0.192307692307692,0,2158.25234048769
10978948.7113097,178.716444846578,3933.75248819263,17778.8197572363,0.885416666666667,0.025,0.478,0,218.626360302265
1174456.08678289,55378.2912910063,1570033.67380651,8200971.94811962,2.8,0.029,0.277,0,87227.7514185411
10989197.3845039,1994.40118490449,4652.72771828222,4995.48659292377,1.928,0.036,0.142,0,258.213442838976
10776069.0023974,75250.7681342265,73607.7295678833,75912.4999005051,2.8375,0.072,0.134,0,4118.17750815193
10996349.937864,1174.82751890624,1994.70865771365,1320.52595932431,2.6,0.0555555555555556,0.192307692307692,0,112.22919390728
1525737.74045429,40982.0291217932,143307.406513962,9290812.82391,2.8,0.072,0.134,0,7968.69807209537
10071141.2376375,4052.3745040622,17824.1021595864,907822.285698861,0.5,0.083,0.204,0,987.595037939219
10980541.9296736,617.078596031641,4303.25378936391,15377.7379410204,0.5,0.036,0.142,0,238.96782116278
10785468.7774137,2574.70911790509,8565.39401001161,204231.11945819,1.05208333333333,0.069,0.229,0,477.375194581198
1480249.35299089,95347.2455762357,2133433.59549644,7291809.80593645,2.8,0.029,0.277,0,118564.239502794
10636707.2583503,20862.526274542,37829.7698905545,305440.445484523,1.57291666666667,0.083,0.204,0,2100.09284894991
10885677.372801,2069.36227518529,10463.2602891812,102630.004634595,0.677083333333333,0.0555555555555556,0.192307692307692,0,581.479855525535
10996864.9559336,21.3045048573527,316.93151898758,3636.80804259797,0.566,0.039,0.341,0,17.6130127540418
9724949.09708078,341163.595405053,401239.207681117,533488.099833084,2.24,0.072,0.134,0,22302.8226520722
10995392.609543,1924.36282721702,1757.80109361594,1765.22653611831,3.195,0.072,0.134,0,124.239645501941
10911208.5452339,2537.35794827741,17657.1009987885,69436.9958190795,1.42708333333333,0.044,0.423,0,980.187739241701
10996383.6989856,15.2907757823638,79.2306966649266,4361.77954190813,1.68,0.039,0.341,0,4.41471798187325
